county_code,county,office,district,party,candidate,votes,pct
05,Benton,Governor,,Other,,286,2.13
05,Benton,Governor,,R,Norm Coleman,4388,32.62
05,Benton,Governor,,RP,Jesse Ventura,6027,44.81
05,Benton,Secretary of State,,DFL,Mark Ritchie,4324,32.15
05,Benton,Secretary of State,,Other,,981,7.29
05,Benton,Secretary of State,,R,Mary Kiffmeyer,7023,52.21
05,Benton,Secretary of State,,RP,,1123,8.35
05,Benton,State Auditor,,DFL,Judi Dutcher,5148,38.27
05,Benton,State Auditor,,MTP,,1221,9.08
05,Benton,State Auditor,,Other,,1497,11.13
05,Benton,State Auditor,,R,Mark Ourada,5585,41.52
05,Benton,State Treasurer,,DFL,Carol Johnson,5656,42.05
05,Benton,State Treasurer,,Other,,1309,9.73
05,Benton,State Treasurer,,R,Mark Meierhenry,4774,35.49
05,Benton,State Treasurer,,RP,,1712,12.73
06,Big Stone,Attorney General,,DFL,Mike Hatch,1614,55.93
06,Big Stone,Attorney General,,Other,,152,5.27
06,Big Stone,Attorney General,,R,Charlie Weaver,1026,35.55
06,Big Stone,Attorney General,,RP,,94,3.26
06,Big Stone,Governor,,DFL,Hubert H. Humphrey III,1144,39.64
06,Big Stone,Governor,,Other,,44,1.52
06,Big Stone,Governor,,R,Norm Coleman,912,31.60
06,Big Stone,Governor,,RP,Jesse Ventura,786,27.23
06,Big Stone,Secretary of State,,DFL,Mark Ritchie,1395,48.34
06,Big Stone,Secretary of State,,Other,,203,7.03
06,Big Stone,Secretary of State,,R,Mary Kiffmeyer,1115,38.63
06,Big Stone,Secretary of State,,RP,,173,5.99
06,Big Stone,State Auditor,,DFL,Judi Dutcher,1542,53.43
06,Big Stone,State Auditor,,MTP,,90,3.12
06,Big Stone,State Auditor,,Other,,222,7.69
06,Big Stone,State Auditor,,R,Mark Ourada,1032,35.76
06,Big Stone,State Treasurer,,DFL,Carol Johnson,1560,54.05
06,Big Stone,State Treasurer,,Other,,217,7.52
06,Big Stone,State Treasurer,,R,Mark Meierhenry,931,32.26
06,Big Stone,State Treasurer,,RP,,178,6.17
07,Blue Earth,Attorney General,,DFL,Mike Hatch,10346,45.07
07,Blue Earth,Attorney General,,Other,,1617,7.04
07,Blue Earth,Attorney General,,R,Charlie Weaver,9375,40.84
07,Blue Earth,Attorney General,,RP,,1619,7.05
07,Blue Earth,Governor,,DFL,Hubert H. Humphrey III,5666,24.68
07,Blue Earth,Governor,,Other,,288,1.25
07,Blue Earth,Governor,,R,Norm Coleman,7031,30.63
07,Blue Earth,Governor,,RP,Jesse Ventura,9973,43.44
07,Blue Earth,Secretary of State,,DFL,Mark Ritchie,8004,34.87
07,Blue Earth,Secretary of State,,Other,,1693,7.37
07,Blue Earth,Secretary of State,,R,Mary Kiffmeyer,10477,45.64
07,Blue Earth,Secretary of State,,RP,,2783,12.12
07,Blue Earth,State Auditor,,DFL,Judi Dutcher,8856,38.58
07,Blue Earth,State Auditor,,MTP,,1674,7.29
07,Blue Earth,State Auditor,,Other,,2126,9.26
07,Blue Earth,State Auditor,,R,Mark Ourada,10299,44.87
07,Blue Earth,State Treasurer,,DFL,Carol Johnson,9624,41.92
07,Blue Earth,State Treasurer,,Other,,1796,7.82
07,Blue Earth,State Treasurer,,R,Mark Meierhenry,8769,38.20
07,Blue Earth,State Treasurer,,RP,,2769,12.06
08,Brown,Attorney General,,DFL,Mike Hatch,4625,40.30
08,Brown,Attorney General,,Other,,648,5.65
08,Brown,Attorney General,,R,Charlie Weaver,5685,49.54
08,Brown,Attorney General,,RP,,518,4.51
08,Brown,Governor,,DFL,Hubert H. Humphrey III,2417,21.06
08,Brown,Governor,,Other,,115,1.00
08,Brown,Governor,,R,Norm Coleman,5150,44.88
08,Brown,Governor,,RP,Jesse Ventura,3794,33.06
08,Brown,Secretary of State,,DFL,Mark Ritchie,3667,31.95
08,Brown,Secretary of State,,Other,,808,7.04
08,Brown,Secretary of State,,R,Mary Kiffmeyer,6030,52.54
08,Brown,Secretary of State,,RP,,971,8.46
08,Brown,State Auditor,,DFL,Judi Dutcher,3809,33.19
08,Brown,State Auditor,,MTP,,638,5.56
08,Brown,State Auditor,,Other,,952,8.30
08,Brown,State Auditor,,R,Mark Ourada,6077,52.95
08,Brown,State Treasurer,,DFL,Carol Johnson,4113,35.84
08,Brown,State Treasurer,,Other,,783,6.82
08,Brown,State Treasurer,,R,Mark Meierhenry,5613,48.91
08,Brown,State Treasurer,,RP,,967,8.43
09,Carlton,Attorney General,,DFL,Mike Hatch,7999,62.38
09,Carlton,Attorney General,,Other,,587,4.58
09,Carlton,Attorney General,,R,Charlie Weaver,3795,29.59
09,Carlton,Attorney General,,RP,,443,3.45
09,Carlton,Governor,,DFL,Hubert H. Humphrey III,5439,42.41
09,Carlton,Governor,,Other,,230,1.79
09,Carlton,Governor,,R,Norm Coleman,3929,30.64
09,Carlton,Governor,,RP,Jesse Ventura,3226,25.16
09,Carlton,Secretary of State,,DFL,Mark Ritchie,6782,52.89
09,Carlton,Secretary of State,,Other,,897,6.99
09,Carlton,Secretary of State,,R,Mary Kiffmeyer,4367,34.05
09,Carlton,Secretary of State,,RP,,778,6.07
09,Carlton,State Auditor,,DFL,Judi Dutcher,7073,55.15
09,Carlton,State Auditor,,MTP,,913,7.12
09,Carlton,State Auditor,,Other,,1164,9.08
09,Carlton,State Auditor,,R,Mark Ourada,3674,28.65
09,Carlton,State Treasurer,,DFL,Carol Johnson,7530,58.72
09,Carlton,State Treasurer,,Other,,906,7.06
09,Carlton,State Treasurer,,R,Mark Meierhenry,3625,28.27
09,Carlton,State Treasurer,,RP,,763,5.95
10,Carver,Attorney General,,DFL,Mike Hatch,10412,35.95
10,Carver,Attorney General,,Other,,2319,8.01
10,Carver,Attorney General,,R,Charlie Weaver,14400,49.72
10,Carver,Attorney General,,RP,,1834,6.33
10,Carver,Governor,,DFL,Hubert H. Humphrey III,4621,15.95
10,Carver,Governor,,Other,,262,0.90
10,Carver,Governor,,R,Norm Coleman,11476,39.62
10,Carver,Governor,,RP,Jesse Ventura,12606,43.52
10,Carver,Secretary of State,,DFL,Mark Ritchie,7557,26.09
10,Carver,Secretary of State,,Other,,2472,8.53
10,Carver,Secretary of State,,R,Mary Kiffmeyer,16126,55.67
10,Carver,Secretary of State,,RP,,2810,9.70
10,Carver,State Auditor,,DFL,Judi Dutcher,7210,24.89
10,Carver,State Auditor,,MTP,,1838,6.35
10,Carver,State Auditor,,Other,,3025,10.44
10,Carver,State Auditor,,R,Mark Ourada,16892,58.32
10,Carver,State Treasurer,,DFL,Carol Johnson,8913,30.77
10,Carver,State Treasurer,,Other,,2974,10.27
10,Carver,State Treasurer,,R,Mark Meierhenry,13641,47.09
10,Carver,State Treasurer,,RP,,3437,11.87
11,Cass,Attorney General,,DFL,Mike Hatch,5231,45.06
11,Cass,Attorney General,,Other,,724,6.24
11,Cass,Attorney General,,R,Charlie Weaver,5164,44.49
11,Cass,Attorney General,,RP,,489,4.21
11,Cass,Governor,,DFL,Hubert H. Humphrey III,3288,28.33
11,Cass,Governor,,Other,,271,2.33
11,Cass,Governor,,R,Norm Coleman,4781,41.19
11,Cass,Governor,,RP,Jesse Ventura,3268,28.15
11,Cass,Secretary of State,,DFL,Mark Ritchie,4464,38.46
11,Cass,Secretary of State,,Other,,791,6.81
11,Cass,Secretary of State,,R,Mary Kiffmeyer,5586,48.12
11,Cass,Secretary of State,,RP,,767,6.61
11,Cass,State Auditor,,DFL,Judi Dutcher,4668,40.21
11,Cass,State Auditor,,MTP,,637,5.49
11,Cass,State Auditor,,Other,,966,8.32
11,Cass,State Auditor,,R,Mark Ourada,5337,45.98
11,Cass,State Treasurer,,DFL,Carol Johnson,4902,42.23
11,Cass,State Treasurer,,Other,,876,7.55
11,Cass,State Treasurer,,R,Mark Meierhenry,5008,43.14
11,Cass,State Treasurer,,RP,,822,7.08
12,Chippewa,Attorney General,,DFL,Mike Hatch,3301,53.74
12,Chippewa,Attorney General,,Other,,344,5.60
12,Chippewa,Attorney General,,R,Charlie Weaver,2304,37.51
12,Chippewa,Attorney General,,RP,,194,3.16
12,Chippewa,Governor,,DFL,Hubert H. Humphrey III,2064,33.60
12,Chippewa,Governor,,Other,,87,1.42
12,Chippewa,Governor,,R,Norm Coleman,1721,28.02
12,Chippewa,Governor,,RP,Jesse Ventura,2271,36.97
12,Chippewa,Secretary of State,,DFL,Mark Ritchie,2801,45.60
12,Chippewa,Secretary of State,,Other,,401,6.53
12,Chippewa,Secretary of State,,R,Mary Kiffmeyer,2460,40.05
12,Chippewa,Secretary of State,,RP,,481,7.83
12,Chippewa,State Auditor,,DFL,Judi Dutcher,2871,46.74
12,Chippewa,State Auditor,,MTP,,290,4.72
12,Chippewa,State Auditor,,Other,,416,6.77
12,Chippewa,State Auditor,,R,Mark Ourada,2566,41.77
12,Chippewa,State Treasurer,,DFL,Carol Johnson,3125,50.87
12,Chippewa,State Treasurer,,Other,,417,6.79
12,Chippewa,State Treasurer,,R,Mark Meierhenry,2115,34.43
12,Chippewa,State Treasurer,,RP,,486,7.91
13,Chisago,Attorney General,,DFL,Mike Hatch,8728,45.23
13,Chisago,Attorney General,,Other,,1510,7.82
13,Chisago,Attorney General,,R,Charlie Weaver,7324,37.95
13,Chisago,Attorney General,,RP,,1736,9.00
13,Chisago,Governor,,DFL,Hubert H. Humphrey III,3621,18.76
13,Chisago,Governor,,Other,,163,0.84
13,Chisago,Governor,,R,Norm Coleman,5376,27.86
13,Chisago,Governor,,RP,Jesse Ventura,10138,52.53
13,Chisago,Secretary of State,,DFL,Mark Ritchie,6831,35.40
13,Chisago,Secretary of State,,Other,,1773,9.19
13,Chisago,Secretary of State,,R,Mary Kiffmeyer,8082,41.88
13,Chisago,Secretary of State,,RP,,2612,13.54
13,Chisago,State Auditor,,DFL,Judi Dutcher,7218,37.40
13,Chisago,State Auditor,,MTP,,1532,7.94
13,Chisago,State Auditor,,Other,,2188,11.34
13,Chisago,State Auditor,,R,Mark Ourada,8360,43.32
13,Chisago,State Treasurer,,DFL,Carol Johnson,7899,40.93
13,Chisago,State Treasurer,,Other,,1858,9.63
13,Chisago,State Treasurer,,R,Mark Meierhenry,6667,34.55
13,Chisago,State Treasurer,,RP,,2874,14.89
14,Clay,Attorney General,,DFL,Mike Hatch,7929,43.96
14,Clay,Attorney General,,Other,,1052,5.83
14,Clay,Attorney General,,R,Charlie Weaver,8587,47.61
14,Clay,Attorney General,,RP,,469,2.60
14,Clay,Governor,,DFL,Hubert H. Humphrey III,7766,43.06
14,Clay,Governor,,Other,,274,1.52
14,Clay,Governor,,R,Norm Coleman,6200,34.37
14,Clay,Governor,,RP,Jesse Ventura,3797,21.05
14,Clay,Secretary of State,,DFL,Mark Ritchie,7399,41.02
14,Clay,Secretary of State,,Other,,1269,7.04
14,Clay,Secretary of State,,R,Mary Kiffmeyer,8520,47.24
14,Clay,Secretary of State,,RP,,849,4.71
14,Clay,State Auditor,,DFL,Judi Dutcher,8027,44.50
14,Clay,State Auditor,,MTP,,905,5.02
14,Clay,State Auditor,,Other,,1454,8.06
14,Clay,State Auditor,,R,Mark Ourada,7651,42.42
14,Clay,State Treasurer,,DFL,Carol Johnson,8554,47.42
14,Clay,State Treasurer,,Other,,1117,6.19
14,Clay,State Treasurer,,R,Mark Meierhenry,7396,41.00
14,Clay,State Treasurer,,RP,,970,5.38
15,Clearwater,Attorney General,,DFL,Mike Hatch,1455,44.60
15,Clearwater,Attorney General,,Other,,194,5.95
15,Clearwater,Attorney General,,R,Charlie Weaver,1488,45.62
15,Clearwater,Attorney General,,RP,,125,3.83
15,Clearwater,Governor,,DFL,Hubert H. Humphrey III,1124,34.46
15,Clearwater,Governor,,Other,,74,2.27
15,Clearwater,Governor,,R,Norm Coleman,1439,44.11
15,Clearwater,Governor,,RP,Jesse Ventura,625,19.16
15,Clearwater,Secretary of State,,DFL,Mark Ritchie,1313,40.25
15,Clearwater,Secretary of State,,Other,,206,6.32
15,Clearwater,Secretary of State,,R,Mary Kiffmeyer,1582,48.50
15,Clearwater,Secretary of State,,RP,,161,4.94
15,Clearwater,State Auditor,,DFL,Judi Dutcher,1445,44.30
15,Clearwater,State Auditor,,MTP,,118,3.62
15,Clearwater,State Auditor,,Other,,227,6.96
15,Clearwater,State Auditor,,R,Mark Ourada,1472,45.13
15,Clearwater,State Treasurer,,DFL,Carol Johnson,1448,44.39
15,Clearwater,State Treasurer,,Other,,219,6.71
15,Clearwater,State Treasurer,,R,Mark Meierhenry,1413,43.32
15,Clearwater,State Treasurer,,RP,,182,5.58
16,Cook,Attorney General,,DFL,Mike Hatch,1349,50.13
16,Cook,Attorney General,,Other,,247,9.18
16,Cook,Attorney General,,R,Charlie Weaver,1015,37.72
16,Cook,Attorney General,,RP,,80,2.97
16,Cook,Governor,,DFL,Hubert H. Humphrey III,1046,38.87
16,Cook,Governor,,Other,,152,5.65
16,Cook,Governor,,R,Norm Coleman,1019,37.87
16,Cook,Governor,,RP,Jesse Ventura,474,17.61
16,Cook,Secretary of State,,DFL,Mark Ritchie,1198,44.52
16,Cook,Secretary of State,,Other,,236,8.77
16,Cook,Secretary of State,,R,Mary Kiffmeyer,1118,41.55
16,Cook,Secretary of State,,RP,,139,5.17
16,Cook,State Auditor,,DFL,Judi Dutcher,1180,43.85
16,Cook,State Auditor,,MTP,,173,6.43
16,Cook,State Auditor,,Other,,278,10.33
16,Cook,State Auditor,,R,Mark Ourada,1060,39.39
16,Cook,State Treasurer,,DFL,Carol Johnson,1283,47.68
16,Cook,State Treasurer,,Other,,279,10.37
16,Cook,State Treasurer,,R,Mark Meierhenry,986,36.64
16,Cook,State Treasurer,,RP,,143,5.31
17,Cottonwood,Attorney General,,DFL,Mike Hatch,2949,47.73
17,Cottonwood,Attorney General,,Other,,325,5.26
17,Cottonwood,Attorney General,,R,Charlie Weaver,2707,43.82
17,Cottonwood,Attorney General,,RP,,197,3.19
17,Cottonwood,Governor,,DFL,Hubert H. Humphrey III,1884,30.47
17,Cottonwood,Governor,,Other,,87,1.41
17,Cottonwood,Governor,,R,Norm Coleman,2424,39.20
17,Cottonwood,Governor,,RP,Jesse Ventura,1788,28.92
17,Cottonwood,Secretary of State,,DFL,Mark Ritchie,2366,38.28
17,Cottonwood,Secretary of State,,Other,,364,5.89
17,Cottonwood,Secretary of State,,R,Mary Kiffmeyer,3104,50.23
17,Cottonwood,Secretary of State,,RP,,346,5.60
17,Cottonwood,State Auditor,,DFL,Judi Dutcher,2547,41.22
17,Cottonwood,State Auditor,,MTP,,235,3.80
17,Cottonwood,State Auditor,,Other,,439,7.10
17,Cottonwood,State Auditor,,R,Mark Ourada,2958,47.87
17,Cottonwood,State Treasurer,,DFL,Carol Johnson,2786,45.11
17,Cottonwood,State Treasurer,,Other,,371,6.01
17,Cottonwood,State Treasurer,,R,Mark Meierhenry,2546,41.22
17,Cottonwood,State Treasurer,,RP,,473,7.66
18,Crow Wing,Attorney General,,DFL,Mike Hatch,11006,45.42
18,Crow Wing,Attorney General,,Other,,1397,5.77
18,Crow Wing,Attorney General,,R,Charlie Weaver,10654,43.97
18,Crow Wing,Attorney General,,RP,,1173,4.84
18,Crow Wing,Governor,,DFL,Hubert H. Humphrey III,6257,25.82
18,Crow Wing,Governor,,Other,,252,1.04
18,Crow Wing,Governor,,R,Norm Coleman,9559,39.45
18,Crow Wing,Governor,,RP,Jesse Ventura,8162,33.69
18,Crow Wing,Secretary of State,,DFL,Mark Ritchie,8920,36.81
18,Crow Wing,Secretary of State,,Other,,1477,6.10
18,Crow Wing,Secretary of State,,R,Mary Kiffmeyer,12133,50.07
18,Crow Wing,Secretary of State,,RP,,1700,7.02
18,Crow Wing,State Auditor,,DFL,Judi Dutcher,9660,39.87
18,Crow Wing,State Auditor,,MTP,,1292,5.33
18,Crow Wing,State Auditor,,Other,,2119,8.75
18,Crow Wing,State Auditor,,R,Mark Ourada,11159,46.05
18,Crow Wing,State Treasurer,,DFL,Carol Johnson,10113,41.74
18,Crow Wing,State Treasurer,,Other,,1809,7.47
18,Crow Wing,State Treasurer,,R,Mark Meierhenry,10149,41.89
18,Crow Wing,State Treasurer,,RP,,2159,8.91
19,Dakota,Attorney General,,DFL,Mike Hatch,63982,42.17
19,Dakota,Attorney General,,Other,,11172,7.36
19,Dakota,Attorney General,,R,Charlie Weaver,67365,44.40
19,Dakota,Attorney General,,RP,,9213,6.07
19,Dakota,Governor,,DFL,Hubert H. Humphrey III,33253,21.92
19,Dakota,Governor,,Other,,1328,0.88
19,Dakota,Governor,,R,Norm Coleman,56242,37.07
19,Dakota,Governor,,RP,Jesse Ventura,60909,40.14
19,Dakota,Secretary of State,,DFL,Mark Ritchie,51736,34.10
19,Dakota,Secretary of State,,Other,,13691,9.02
19,Dakota,Secretary of State,,R,Mary Kiffmeyer,71103,46.86
19,Dakota,Secretary of State,,RP,,15202,10.02
19,Dakota,State Auditor,,DFL,Judi Dutcher,49838,32.85
19,Dakota,State Auditor,,MTP,,7652,5.04
19,Dakota,State Auditor,,Other,,15692,10.34
19,Dakota,State Auditor,,R,Mark Ourada,78550,51.77
19,Dakota,State Treasurer,,DFL,Carol Johnson,55616,36.65
19,Dakota,State Treasurer,,Other,,15008,9.89
19,Dakota,State Treasurer,,R,Mark Meierhenry,62611,41.26
19,Dakota,State Treasurer,,RP,,18497,12.19
20,Dodge,Attorney General,,DFL,Mike Hatch,2748,38.83
20,Dodge,Attorney General,,Other,,549,7.76
20,Dodge,Attorney General,,R,Charlie Weaver,3343,47.24
20,Dodge,Attorney General,,RP,,437,6.17
20,Dodge,Governor,,DFL,Hubert H. Humphrey III,1484,20.96
20,Dodge,Governor,,Other,,110,1.55
20,Dodge,Governor,,R,Norm Coleman,2619,36.99
20,Dodge,Governor,,RP,Jesse Ventura,2867,40.49
20,Dodge,Secretary of State,,DFL,Mark Ritchie,2130,30.10
20,Dodge,Secretary of State,,Other,,530,7.49
20,Dodge,Secretary of State,,R,Mary Kiffmeyer,3743,52.89
20,Dodge,Secretary of State,,RP,,674,9.52
20,Dodge,State Auditor,,DFL,Judi Dutcher,2371,33.50
20,Dodge,State Auditor,,MTP,,508,7.18
20,Dodge,State Auditor,,Other,,593,8.38
20,Dodge,State Auditor,,R,Mark Ourada,3605,50.94
20,Dodge,State Treasurer,,DFL,Carol Johnson,2686,37.95
20,Dodge,State Treasurer,,Other,,547,7.73
20,Dodge,State Treasurer,,R,Mark Meierhenry,3118,44.06
20,Dodge,State Treasurer,,RP,,726,10.26
21,Douglas,Attorney General,,DFL,Mike Hatch,5514,36.33
21,Douglas,Attorney General,,Other,,768,5.06
21,Douglas,Attorney General,,R,Charlie Weaver,8340,54.95
21,Douglas,Attorney General,,RP,,556,3.66
21,Douglas,Governor,,DFL,Hubert H. Humphrey III,3503,23.08
21,Douglas,Governor,,Other,,190,1.25
21,Douglas,Governor,,R,Norm Coleman,6323,41.66
21,Douglas,Governor,,RP,Jesse Ventura,5162,34.01
21,Douglas,Secretary of State,,DFL,Mark Ritchie,4989,32.87
21,Douglas,Secretary of State,,Other,,973,6.41
21,Douglas,Secretary of State,,R,Mary Kiffmeyer,8004,52.73
21,Douglas,Secretary of State,,RP,,1212,7.99
21,Douglas,State Auditor,,DFL,Judi Dutcher,5430,35.78
21,Douglas,State Auditor,,MTP,,780,5.14
21,Douglas,State Auditor,,Other,,1169,7.70
21,Douglas,State Auditor,,R,Mark Ourada,7799,51.38
21,Douglas,State Treasurer,,DFL,Carol Johnson,5848,38.53
21,Douglas,State Treasurer,,Other,,1153,7.60
21,Douglas,State Treasurer,,R,Mark Meierhenry,6887,45.37
21,Douglas,State Treasurer,,RP,,1290,8.50
22,Faribault,Attorney General,,DFL,Mike Hatch,3877,47.38
22,Faribault,Attorney General,,Other,,368,4.50
22,Faribault,Attorney General,,R,Charlie Weaver,3411,41.68
22,Faribault,Attorney General,,RP,,527,6.44
22,Faribault,Governor,,DFL,Hubert H. Humphrey III,2382,29.11
22,Faribault,Governor,,Other,,100,1.22
22,Faribault,Governor,,R,Norm Coleman,2778,33.95
22,Faribault,Governor,,RP,Jesse Ventura,2923,35.72
22,Faribault,Secretary of State,,DFL,Mark Ritchie,2923,35.72
22,Faribault,Secretary of State,,Other,,385,4.70
22,Faribault,Secretary of State,,R,Mary Kiffmeyer,4044,49.42
22,Faribault,Secretary of State,,RP,,831,10.16
22,Faribault,State Auditor,,DFL,Judi Dutcher,3427,41.88
22,Faribault,State Auditor,,MTP,,475,5.80
22,Faribault,State Auditor,,Other,,562,6.87
22,Faribault,State Auditor,,R,Mark Ourada,3719,45.45
22,Faribault,State Treasurer,,DFL,Carol Johnson,3572,43.65
22,Faribault,State Treasurer,,Other,,420,5.13
22,Faribault,State Treasurer,,R,Mark Meierhenry,3336,40.77
22,Faribault,State Treasurer,,RP,,855,10.45
23,Fillmore,Attorney General,,DFL,Mike Hatch,3576,41.98
23,Fillmore,Attorney General,,Other,,546,6.41
23,Fillmore,Attorney General,,R,Charlie Weaver,3999,46.94
23,Fillmore,Attorney General,,RP,,398,4.67
23,Fillmore,Governor,,DFL,Hubert H. Humphrey III,2823,33.14
23,Fillmore,Governor,,Other,,118,1.39
23,Fillmore,Governor,,R,Norm Coleman,3359,39.43
23,Fillmore,Governor,,RP,Jesse Ventura,2219,26.05
23,Fillmore,Secretary of State,,DFL,Mark Ritchie,3121,36.64
23,Fillmore,Secretary of State,,Other,,514,6.03
23,Fillmore,Secretary of State,,R,Mary Kiffmeyer,4406,51.72
23,Fillmore,Secretary of State,,RP,,478,5.61
23,Fillmore,State Auditor,,DFL,Judi Dutcher,3553,41.71
23,Fillmore,State Auditor,,MTP,,415,4.87
23,Fillmore,State Auditor,,Other,,573,6.73
23,Fillmore,State Auditor,,R,Mark Ourada,3978,46.70
23,Fillmore,State Treasurer,,DFL,Carol Johnson,3698,43.41
23,Fillmore,State Treasurer,,Other,,574,6.74
23,Fillmore,State Treasurer,,R,Mark Meierhenry,3696,43.39
23,Fillmore,State Treasurer,,RP,,551,6.47
24,Freeborn,Attorney General,,DFL,Mike Hatch,6448,45.96
24,Freeborn,Attorney General,,Other,,657,4.68
24,Freeborn,Attorney General,,R,Charlie Weaver,6448,45.96
24,Freeborn,Attorney General,,RP,,476,3.39
24,Freeborn,Governor,,DFL,Hubert H. Humphrey III,4605,32.82
24,Freeborn,Governor,,Other,,255,1.82
24,Freeborn,Governor,,R,Norm Coleman,5463,38.94
24,Freeborn,Governor,,RP,Jesse Ventura,3706,26.42
24,Freeborn,Secretary of State,,DFL,Mark Ritchie,5898,42.04
24,Freeborn,Secretary of State,,Other,,802,5.72
24,Freeborn,Secretary of State,,R,Mary Kiffmeyer,6461,46.05
