VTDID,PCTNAME,PCTCODE,MCDNAME,COUNTYNAME,COUNTYCODE,CONGDIST,MNSENDIST,MNLEGDIST,CTYCOMDIST,JUDDIST,SWCDIST,WARD,HOSPDIST,PARKDIST,TABMODEL,MAILBALLOT,REG7AM,EDR,SIGNATURES,AB_MB,FEDONLYAB,PRESONLYAB,TOTVOTING,USPRSR,USPRSDFL,USPRSLIB,USPRSWTP,USPRSG,USPRSSLP,USPRSSWP,USPRSJFA,USPRSIND,USPRSWI,USPRSTOTAL,USSENR,USSENDFL,USSENLIB,USSENIA,USSENWI,USSENTOTAL,USREPR,USREPDFL,USREPWI,USREPTOTAL,MNSENR,MNSENDFL,MNSENWI,MNSENTOTAL,MNLEGR,MNLEGDFL,MNLEGWI,MNLEGTOTAL,MNCA1YES,MNCA1NO,MNCA1EST,MNCA1TOTAL
271230380,North Oaks P-2,0380,North Oaks,Ramsey,62,4,36,36A,01,02,no data,no data,no data,no data,Verity Scan,NO,2188,75,1065,917,6,0,1988,819,1106,14,9,3,0,0,1,0,19,1971,745,1165,30,6,1,1947,893,1028,0,1921,0,0,0,0,964,937,0,1901,1562,300,126,1988
271230390,North St. Paul P-1,0390,North St. Paul,Ramsey,62,4,44,44B,07,02,no data,no data,no data,no data,Verity Scan,NO,2367,201,1489,521,1,0,2011,811,1151,8,9,13,2,0,2,1,6,2003,648,1224,53,21,1,1947,774,1123,2,1899,0,0,0,0,626,1092,5,1887,1609,241,161,2011
271230400,North St. Paul P-2,0400,North St. Paul,Ramsey,62,4,44,44B,07,02,no data,no data,no data,no data,Verity Scan,NO,1686,132,1065,351,2,0,1418,544,827,5,9,13,0,2,1,5,6,1412,450,839,45,29,2,1365,511,798,5,1314,0,0,0,0,451,749,4,1297,1147,141,130,1418
271230410,North St. Paul P-3,0410,North St. Paul,Ramsey,62,4,44,44B,07,02,no data,no data,no data,no data,Verity Scan,NO,1918,134,1315,341,1,0,1657,655,964,8,9,5,0,0,1,0,2,1644,495,1031,29,35,0,1590,646,916,2,1564,0,0,0,0,528,935,1,1552,1357,151,149,1657
271230420,North St. Paul P-4,0420,North St. Paul,Ramsey,62,4,44,44B,07,02,no data,no data,no data,no data,Verity Scan,NO,1778,121,1079,449,4,0,1532,616,863,19,13,5,3,0,2,2,3,1526,534,905,28,31,0,1498,627,838,1,1466,0,0,0,0,541,820,1,1465,1202,218,112,1532
271230430,Roseville P-1,0430,Roseville,Ramsey,62,4,40,40B,02,02,no data,no data,no data,no data,Verity Scan,NO,1648,210,800,668,2,0,1470,440,961,12,7,16,0,0,4,1,12,1453,362,1003,29,25,0,1419,446,927,1,1374,0,0,0,0,482,887,5,1374,1211,166,93,1470
271230440,Roseville P-2,0440,Roseville,Ramsey,62,4,40,40B,02,02,no data,no data,no data,no data,Verity Scan,NO,2084,227,937,827,11,0,1775,448,1256,7,6,29,4,0,8,1,9,1768,376,1306,28,16,2,1728,464,1222,5,1691,0,0,0,0,472,1175,7,1654,1459,169,147,1775
271230450,Roseville P-3,0450,Roseville,Ramsey,62,4,40,40B,02,02,no data,no data,no data,no data,Verity Scan,NO,3182,205,1390,1531,12,0,2933,808,2034,12,11,26,4,0,0,0,15,2910,701,2096,52,27,3,2879,835,1980,4,2819,0,0,0,0,943,1856,4,2803,2407,348,178,2933
271230460,Roseville P-4,0460,Roseville,Ramsey,62,4,40,40B,02,02,no data,no data,no data,no data,Verity Scan,NO,2570,152,1396,891,16,0,2303,659,1582,6,14,12,3,0,4,2,7,2289,576,1605,32,28,7,2248,683,1535,3,2221,0,0,0,0,743,1445,4,2192,1860,299,144,2303
271230470,Roseville P-5,0470,Roseville,Ramsey,62,4,40,40B,02,02,no data,no data,no data,no data,Verity Scan,NO,2493,185,1158,1037,11,2,2208,612,1523,6,17,14,1,0,5,2,11,2191,527,1540,31,35,0,2133,604,1478,4,2086,0,0,0,0,654,1416,6,2076,1822,233,153,2208
271230480,Roseville P-6,0480,Roseville,Ramsey,62,4,40,40B,02,02,no data,no data,no data,no data,Verity Scan,NO,2577,151,1296,1070,8,0,2374,629,1675,10,11,11,0,4,6,3,12,2361,534,1703,55,21,4,2317,639,1622,3,2264,0,0,0,0,710,1555,5,2270,1993,240,141,2374
271230490,Roseville P-7,0490,Roseville,Ramsey,62,4,40,40B,02,02,no data,no data,no data,no data,Verity Scan,NO,2137,159,1061,760,8,0,1829,471,1305,7,5,14,1,0,1,0,11,1815,390,1313,27,32,4,1766,468,1253,5,1726,0,0,0,0,503,1214,8,1725,1520,188,121,1829
271230500,Roseville P-8,0500,Roseville,Ramsey,62,4,66,66A,02,02,no data,no data,no data,no data,Verity Scan,NO,2237,94,1158,889,13,0,2060,433,1560,17,9,16,2,1,3,1,7,2049,394,1561,34,20,5,2014,512,1463,5,1980,0,0,0,0,513,1421,4,1938,1750,201,109,2060
271230510,Roseville P-9,0510,Roseville,Ramsey,62,4,66,66A,02,02,no data,no data,no data,no data,Verity Scan,NO,1992,144,800,953,8,0,1761,458,1248,9,5,15,2,0,5,1,13,1756,376,1273,29,19,5,1702,444,1198,3,1645,0,0,0,0,438,1146,3,1587,1404,198,159,1761
271230520,Roseville P-10,0520,Roseville,Ramsey,62,4,66,66A,02,02,no data,no data,no data,no data,Verity Scan,NO,1945,91,921,824,13,0,1758,417,1286,6,9,7,5,3,1,3,16,1753,353,1309,35,18,2,1717,437,1238,2,1677,0,0,0,0,442,1168,6,1616,1473,168,117,1758
271230525,Roseville P-11,0525,Roseville,Ramsey,62,4,40,40B,02,02,no data,no data,no data,no data,Verity Scan,NO,1661,132,919,572,3,1,1495,413,1037,12,9,5,4,0,1,1,8,1490,309,1070,50,22,1,1452,387,1034,4,1425,0,0,0,0,426,993,5,1424,1262,140,93,1495
271230530,St. Anthony P-1,0530,St. Anthony,Ramsey,62,5,39,39B,02,02,no data,no data,no data,no data,Verity Scan,NO,2210,243,1093,740,4,0,1837,392,1386,9,9,17,2,0,4,0,7,1826,298,1417,35,20,1,1771,489,1204,14,1707,0,0,0,0,377,1325,5,1707,1589,115,133,1837
271230540,St. Paul W-1 P-1,0540,St. Paul,Ramsey,62,4,65,65A,04,02,no data,W-01,no data,no data,Verity Scan,NO,521,41,169,79,2,0,250,56,181,2,0,5,0,0,3,0,0,247,28,183,8,4,2,225,34,175,0,209,0,0,0,0,0,185,3,188,148,11,91,250
271230550,St. Paul W-1 P-2,0550,St. Paul,Ramsey,62,4,64,64A,04,02,no data,W-01,no data,no data,Verity Scan,NO,3188,316,1532,1311,24,0,2867,353,2417,16,19,20,16,0,4,2,8,2855,309,2404,41,35,17,2806,396,2344,6,2746,0,0,0,0,430,2296,6,2732,2610,151,106,2867
271230560,St. Paul W-1 P-3,0560,St. Paul,Ramsey,62,4,65,65A,03,02,no data,W-01,no data,no data,Verity Scan,NO,1461,122,752,347,4,0,1103,224,829,5,3,19,10,3,4,1,2,1100,186,815,18,18,5,1042,203,809,4,1016,0,0,0,0,0,759,29,788,914,71,118,1103
271230570,St. Paul W-1 P-4,0570,St. Paul,Ramsey,62,4,65,65A,04,02,no data,W-01,no data,no data,Verity Scan,NO,1705,175,824,381,0,0,1205,214,951,3,5,11,7,2,8,0,2,1203,141,926,21,40,2,1130,214,876,1,1091,0,0,0,0,0,849,18,867,1031,51,123,1205
271230580,St. Paul W-1 P-5,0580,St. Paul,Ramsey,62,4,65,65A,04,02,no data,W-01,no data,no data,Verity Scan,NO,1309,112,700,253,3,0,956,109,805,1,1,13,3,0,12,0,5,949,71,781,17,21,2,892,100,753,3,856,0,0,0,0,0,696,19,715,784,46,126,956
271230590,St. Paul W-1 P-6,0590,St. Paul,Ramsey,62,4,65,65A,04,02,no data,W-01,no data,no data,Verity Scan,NO,969,148,654,228,11,0,893,121,739,1,3,8,9,1,5,2,1,890,99,717,17,17,2,852,126,696,2,824,0,0,0,0,0,654,22,676,764,48,81,893
271230600,St. Paul W-1 P-7,0600,St. Paul,Ramsey,62,4,64,64A,04,02,no data,W-01,no data,no data,Verity Scan,NO,2660,227,1485,853,24,0,2362,255,2020,9,11,18,12,1,9,1,16,2352,237,1992,42,27,7,2305,300,1938,4,2242,0,0,0,0,306,1932,9,2247,2110,127,125,2362
271230610,St. Paul W-1 P-8,0610,St. Paul,Ramsey,62,4,65,65A,04,02,no data,W-01,no data,no data,Verity Scan,NO,1632,165,827,476,4,0,1307,195,1064,2,6,13,6,0,3,0,6,1295,156,1047,18,24,1,1246,202,999,3,1204,0,0,0,0,0,941,26,967,1107,85,115,1307
271230620,St. Paul W-1 P-9,0620,St. Paul,Ramsey,62,4,65,65A,04,02,no data,W-01,no data,no data,Verity Scan,NO,1624,181,808,332,6,0,1146,350,764,6,3,11,0,0,3,0,3,1140,247,762,31,32,3,1075,329,714,2,1045,0,0,0,0,0,794,29,823,916,77,153,1146
271230630,St. Paul W-1 P-10,0630,St. Paul,Ramsey,62,4,64,64A,04,02,no data,W-01,no data,no data,Verity Scan,NO,2721,251,1538,946,17,0,2501,317,2092,9,7,26,8,1,6,2,21,2489,271,2108,29,29,7,2444,351,2063,9,2423,0,0,0,0,403,1989,4,2396,2268,130,103,2501
271230640,St. Paul W-1 P-11,0640,St. Paul,Ramsey,62,4,65,65A,04,02,no data,W-01,no data,no data,Verity Scan,NO,1116,130,529,192,0,0,721,149,534,2,5,8,2,0,6,5,4,715,86,523,6,32,1,648,130,488,2,620,0,0,0,0,0,520,13,533,518,42,161,721
271230650,St. Paul W-1 P-12,0650,St. Paul,Ramsey,62,4,65,65A,03,02,no data,W-01,no data,no data,Verity Scan,NO,1723,215,885,273,0,0,1158,339,780,2,2,17,3,0,5,2,2,1152,221,796,17,42,1,1077,296,750,2,1048,0,0,0,0,0,787,31,818,953,80,125,1158
271230660,St. Paul W-1 P-13,0660,St. Paul,Ramsey,62,4,65,65A,04,02,no data,W-01,no data,no data,Verity Scan,NO,1526,218,700,322,2,0,1024,286,698,1,4,19,2,0,4,0,1,1015,159,654,24,40,1,878,225,637,1,863,0,0,0,0,0,691,18,709,725,53,246,1024
271230680,St. Paul W-2 P-1,0680,St. Paul,Ramsey,62,4,65,65B,05,02,no data,W-02,no data,no data,Verity Scan,NO,2006,218,1038,669,7,0,1714,244,1406,6,9,18,3,0,8,0,9,1703,202,1397,36,25,7,1667,271,1356,6,1633,0,0,0,0,275,1336,7,1618,1526,110,78,1714
271230690,St. Paul W-2 P-2,0690,St. Paul,Ramsey,62,4,64,64B,05,02,no data,W-02,no data,no data,Verity Scan,NO,2004,145,1184,591,7,0,1782,404,1327,13,11,8,6,1,3,0,7,1780,295,1354,55,23,4,1731,365,1323,4,1692,0,0,0,0,389,1302,5,1696,1537,155,90,1782
271230700,St. Paul W-2 P-3,0700,St. Paul,Ramsey,62,4,65,65B,05,02,no data,W-02,no data,no data,Verity Scan,NO,1100,117,579,357,3,0,939,174,740,1,4,9,2,0,0,1,5,936,125,727,22,20,3,897,157,719,4,880,0,0,0,0,170,713,4,887,816,65,58,939
271230710,St. Paul W-2 P-4,0710,St. Paul,Ramsey,62,4,64,64B,05,02,no data,W-02,no data,no data,Verity Scan,NO,1896,147,1227,502,4,0,1733,314,1358,9,13,13,3,2,1,1,10,1724,236,1382,37,29,5,1689,286,1357,3,1646,0,0,0,0,318,1330,3,1651,1559,102,72,1733
271230720,St. Paul W-2 P-5,0720,St. Paul,Ramsey,62,4,64,64A,04,02,no data,W-02,no data,no data,Verity Scan,NO,2547,197,1361,965,25,0,2351,265,2011,15,7,19,9,0,3,0,11,2340,235,2007,32,26,6,2306,297,1955,5,2257,0,0,0,0,316,1915,5,2236,2130,113,108,2351
271230730,St. Paul W-2 P-6,0730,St. Paul,Ramsey,62,4,64,64A,04,02,no data,W-02,no data,no data,Verity Scan,NO,2345,164,1142,977,25,0,2144,234,1838,11,8,15,6,0,7,1,15,2135,202,1842,31,23,6,2104,276,1785,3,2064,0,0,0,0,317,1717,7,2041,1937,122,85,2144
271230740,St. Paul W-2 P-7,0740,St. Paul,Ramsey,62,4,65,65B,05,02,no data,W-02,no data,no data,Verity Scan,NO,3612,460,1612,1316,17,0,2945,431,2414,11,14,24,12,0,4,1,20,2931,344,2388,57,64,8,2861,434,2354,10,2798,0,0,0,0,471,2339,4,2814,2655,142,148,2945
271230750,St. Paul W-2 P-8,0750,St. Paul,Ramsey,62,4,65,65B,05,02,no data,W-02,no data,no data,Verity Scan,NO,2185,229,964,931,11,1,1907,339,1509,6,10,23,1,1,4,2,4,1899,283,1508,56,11,5,1863,354,1465,4,1823,0,0,0,0,381,1423,7,1811,1702,115,90,1907
271230760,St. Paul W-2 P-9,0760,St. Paul,Ramsey,62,4,65,65B,05,02,no data,W-02,no data,no data,Verity Scan,NO,2135,275,1134,606,5,0,1745,295,1364,10,16,27,9,0,7,1,6,1735,259,1335,46,30,2,1672,317,1302,4,1623,0,0,0,0,308,1302,9,1619,1525,99,121,1745
271230770,St. Paul W-2 P-10,0770,St. Paul,Ramsey,62,4,65,65B,05,02,no data,W-02,no data,no data,Verity Scan,NO,1641,186,919,346,1,0,1266,322,883,4,9,24,4,0,8,3,3,1260,234,880,40,30,2,1186,273,889,2,1164,0,0,0,0,272,889,3,1164,1112,81,73,1266
271230780,St. Paul W-2 P-11,0780,St. Paul,Ramsey,62,4,65,65B,05,02,no data,W-02,no data,no data,Verity Scan,NO,2479,186,1239,896,7,0,2142,388,1672,9,16,14,8,1,5,5,18,2136,327,1666,42,42,5,2082,402,1635,3,2040,0,0,0,0,402,1655,7,2064,1859,181,102,2142
271230790,St. Paul W-2 P-12,0790,St. Paul,Ramsey,62,4,65,65B,05,02,no data,W-02,no data,no data,Verity Scan,NO,1754,156,961,490,4,0,1455,276,1137,7,8,14,0,0,1,5,4,1452,213,1134,23,32,5,1407,254,1112,4,1370,0,0,0,0,276,1116,3,1395,1259,92,104,1455
271230800,St. Paul W-2 P-13,0800,St. Paul,Ramsey,62,4,65,65B,04,02,no data,W-02,no data,no data,Verity Scan,NO,792,104,340,135,1,0,476,133,326,0,2,7,0,1,2,1,1,473,91,322,19,13,3,448,125,309,3,437,0,0,0,0,106,319,5,430,404,32,40,476
271230840,St. Paul W-3 P-1,0840,St. Paul,Ramsey,62,4,64,64B,04,02,no data,W-03,no data,no data,Verity Scan,NO,2850,104,1567,1096,23,0,2686,395,2217,13,12,13,3,0,1,0,18,2672,330,2229,38,31,5,2633,465,2121,7,2593,0,0,0,0,513,2094,5,2612,2396,221,69,2686
271230850,St. Paul W-3 P-2,0850,St. Paul,Ramsey,62,4,64,64B,05,02,no data,W-03,no data,no data,Verity Scan,NO,3381,196,1959,1253,15,0,3227,484,2639,18,9,26,11,0,2,2,23,3214,440,2640,35,33,13,3161,589,2532,9,3130,0,0,0,0,611,2522,7,3140,2844,263,120,3227
271230860,St. Paul W-3 P-3,0860,St. Paul,Ramsey,62,4,64,64B,05,02,no data,W-03,no data,no data,Verity Scan,NO,2871,196,1496,1119,14,0,2629,407,2145,11,11,17,6,0,6,2,10,2615,335,2156,34,35,5,2565,421,2073,5,2499,0,0,0,0,454,2066,6,2526,2352,148,129,2629
271230870,St. Paul W-3 P-4,0870,St. Paul,Ramsey,62,4,64,64B,05,02,no data,W-03,no data,no data,Verity Scan,NO,3135,229,1593,1308,18,0,2919,424,2416,10,13,9,4,0,0,0,18,2894,382,2411,35,20,5,2853,499,2317,4,2820,0,0,0,0,543,2276,6,2825,2597,206,116,2919
271230880,St. Paul W-3 P-5,0880,St. Paul,Ramsey,62,4,64,64B,05,02,no data,W-03,no data,no data,Verity Scan,NO,2375,252,1210,738,11,0,1959,418,1478,7,9,18,3,1,6,0,3,1943,302,1494,43,31,0,1870,372,1437,6,1815,0,0,0,0,390,1429,4,1823,1663,121,175,1959
271230890,St. Paul W-3 P-6,0890,St. Paul,Ramsey,62,4,64,64B,05,02,no data,W-03,no data,no data,Verity Scan,NO,2474,107,1397,779,24,0,2200,430,1708,10,16,12,3,0,1,0,8,2188,322,1756,28,33,2,2141,453,1650,5,2108,0,0,0,0,466,1625,5,2096,1914,189,97,2200
271230900,St. Paul W-3 P-7,0900,St. Paul,Ramsey,62,4,64,64A,04,02,no data,W-03,no data,no data,Verity Scan,NO,1681,237,1057,380,14,0,1451,98,1304,10,5,15,4,2,7,0,2,1447,82,1293,22,12,2,1411,114,1250,1,1365,0,0,0,0,125,1229,2,1356,1339,44,68,1451
271230910,St. Paul W-3 P-8,0910,St. Paul,Ramsey,62,4,64,64A,04,02,no data,W-03,no data,no data,Verity Scan,NO,1506,84,739,618,9,0,1366,129,1196,3,5,12,3,1,1,0,7,1357,109,1197,22,10,1,1339,161,1154,4,1319,0,0,0,0,170,1135,2,1307,1249,84,33,1366
271230920,St. Paul W-3 P-9,0920,St. Paul,Ramsey,62,4,64,64B,05,02,no data,W-03,no data,no data,Verity Scan,NO,3015,159,1591,1191,11,0,2793,353,2345,20,11,23,7,0,2,3,16,2780,305,2354,39,29,8,2735,415,2281,6,2702,0,0,0,0,424,2272,2,2698,2487,189,117,2793
271230930,St. Paul W-3 P-10,0930,St. Paul,Ramsey,62,4,64,64B,05,02,no data,W-03,no data,no data,Verity Scan,NO,2926,126,1365,1357,9,0,2731,429,2221,13,8,12,9,0,2,1,18,2713,360,2248,30,32,2,2672,500,2136,1,2637,0,0,0,0,547,2093,2,2642,2395,234,102,2731
271230940,St. Paul W-3 P-11,0940,St. Paul,Ramsey,62,4,64,64B,05,02,no data,W-03,no data,no data,Verity Scan,NO,2038,193,1113,709,14,0,1836,305,1464,8,10,30,2,0,2,1,8,1830,261,1460,39,25,5,1790,348,1404,2,1754,0,0,0,0,352,1389,2,1743,1620,115,101,1836
271230950,St. Paul W-3 P-12,0950,St. Paul,Ramsey,62,4,64,64B,05,02,no data,W-03,no data,no data,Verity Scan,NO,740,137,393,314,2,0,709,145,546,4,2,5,2,1,0,0,1,706,96,558,19,10,3,686,134,544,0,678,0,0,0,0,145,524,0,669,633,38,38,709
271230960,St. Paul W-3 P-13,0960,St. Paul,Ramsey,62,4,64,64A,04,02,no data,W-03,no data,no data,Verity Scan,NO,2367,145,1442,793,14,0,2249,290,1895,7,13,11,7,0,3,4,14,2244,241,1913,33,26,2,2215,306,1864,2,2172,0,0,0,0,360,1790,3,2153,2025,148,76,2249
271231000,St. Paul W-4 P-1,1000,St. Paul,Ramsey,62,4,66,66A,03,02,no data,W-04,no data,no data,Verity Scan,NO,1351,82,795,487,25,0,1307,78,1190,4,5,11,3,0,1,0,8,1300,70,1187,13,16,1,1287,104,1158,3,1265,0,0,0,0,127,1111,4,1242,1213,39,55,1307
271231010,St. Paul W-4 P-2,1010,St. Paul,Ramsey,62,4,66,66A,03,02,no data,W-04,no data,no data,Verity Scan,NO,1651,130,1032,462,27,0,1521,137,1322,11,5,19,8,1,4,2,4,1513,113,1315,34,18,10,1490,152,1293,5,1450,0,0,0,0,170,1234,9,1413,1396,62,63,1521
271231020,St. Paul W-4 P-3,1020,St. Paul,Ramsey,62,4,66,66A,03,02,no data,W-04,no data,no data,Verity Scan,NO,3140,399,1586,924,5,0,2515,256,2128,8,12,51,16,2,17,1,11,2502,195,2109,47,51,19,2421,260,2056,14,2330,0,0,0,0,297,1991,13,2301,2257,93,165,2515
271231030,St. Paul W-4 P-4,1030,St. Paul,Ramsey,62,4,64,64A,04,02,no data,W-04,no data,no data,Verity Scan,NO,2291,238,1330,750,13,0,2093,271,1737,10,11,30,13,2,3,0,12,2089,223,1735,42,26,11,2037,291,1702,6,1999,0,0,0,0,335,1664,5,2004,1930,91,72,2093
271231040,St. Paul W-4 P-5,1040,St. Paul,Ramsey,62,4,64,64A,04,02,no data,W-04,no data,no data,Verity Scan,NO,1876,620,1482,537,13,0,2032,535,1432,12,12,11,8,0,3,1,12,2026,476,1380,41,21,4,1922,510,1287,4,1801,0,0,0,0,554,1245,4,1803,1705,123,204,2032
271231050,St. Paul W-4 P-6,1050,St. Paul,Ramsey,62,4,64,64A,04,02,no data,W-04,no data,no data,Verity Scan,NO,2461,219,1308,949,18,0,2275,243,1937,9,10,23,16,1,10,0,15,2264,186,1931,45,30,10,2202,271,1907,7,2185,0,0,0,0,290,1875,6,2171,2061,122,92,2275
271231060,St. Paul W-4 P-7,1060,St. Paul,Ramsey,62,4,65,65A,04,02,no data,W-04,no data,no data,Verity Scan,NO,2943,217,1823,803,14,0,2640,307,2229,7,15,37,15,1,11,3,5,2630,240,2200,31,52,10,2533,325,2130,6,2461,0,0,0,0,0,1993,37,2030,2333,127,180,2640
271231070,St. Paul W-4 P-8,1070,St. Paul,Ramsey,62,4,66,66A,03,02,no data,W-04,no data,no data,Verity Scan,NO,2886,261,1596,859,11,0,2466,317,2046,11,8,43,15,0,14,1,6,2461,244,2052,34,55,11,2396,306,2031,8,2345,0,0,0,0,347,1968,11,2326,2198,124,144,2466
271231080,St. Paul W-4 P-9,1080,St. Paul,Ramsey,62,4,66,66A,03,02,no data,W-04,no data,no data,Verity Scan,NO,1240,191,595,466,6,0,1067,154,873,8,5,9,2,1,3,0,3,1058,125,853,14,24,5,1021,147,850,4,1001,0,0,0,0,145,826,5,976,964,42,61,1067
271231090,St. Paul W-4 P-10,1090,St. Paul,Ramsey,62,4,66,66A,03,02,no data,W-04,no data,no data,Verity Scan,NO,1493,210,813,506,11,0,1330,149,1133,5,1,20,9,0,2,1,5,1325,121,1121,26,17,4,1289,170,1091,2,1263,0,0,0,0,180,1074,2,1256,1198,61,71,1330
271231100,St. Paul W-4 P-11,1100,St. Paul,Ramsey,62,4,66,66A,03,02,no data,W-04,no data,no data,Verity Scan,NO,1379,248,959,337,8,0,1304,208,1054,5,3,9,6,0,7,1,4,1297,153,1044,28,20,4,1249,204,1000,3,1207,0,0,0,0,195,980,3,1178,1135,67,102,1304
271231110,St. Paul W-4 P-12,1110,St. Paul,Ramsey,62,4,64,64A,04,02,no data,W-04,no data,no data,Verity Scan,NO,2281,239,1403,805,17,0,2225,372,1779,10,5,15,4,0,1,1,22,2209,337,1788,40,13,5,2183,409,1729,2,2140,0,0,0,0,474,1654,3,2131,1967,157,101,2225
271231120,St. Paul W-4 P-13,1120,St. Paul,Ramsey,62,4,66,66A,03,02,no data,W-04,no data,no data,Verity Scan,NO,2327,166,1248,904,17,0,2169,341,1760,4,17,14,5,0,4,1,8,2154,288,1760,35,31,2,2116,355,1721,7,2083,0,0,0,0,382,1638,14,2034,1912,163,94,2169
271231160,St. Paul W-5 P-1,1160,St. Paul,Ramsey,62,4,66,66B,03,02,no data,W-05,no data,no data,Verity Scan,NO,2805,109,1412,1195,13,0,2620,476,2055,14,10,17,7,0,4,3,22,2608,417,2077,28,35,9,2566,519,2008,5,2532,0,0,0,0,536,1932,4,2472,2314,206,100,2620
271231170,St. Paul W-5 P-2,1170,St. Paul,Ramsey,62,4,66,66B,03,02,no data,W-05,no data,no data,Verity Scan,NO,1292,46,662,527,9,0,1198,165,990,5,11,7,0,0,2,1,11,1192,145,997,12,21,3,1178,198,961,1,1160,0,0,0,0,203,926,3,1132,1063,103,32,1198
271231180,St. Paul W-5 P-3,1180,St. Paul,Ramsey,62,4,66,66B,03,02,no data,W-05,no data,no data,Verity Scan,NO,2834,243,1530,894,14,0,2438,414,1944,9,13,23,8,1,9,1,10,2432,314,1936,50,42,7,2349,411,1892,8,2311,0,0,0,0,422,1849,10,2281,2152,157,129,2438
271231190,St. Paul W-5 P-4,1190,St. Paul,Ramsey,62,4,66,66B,03,02,no data,W-05,no data,no data,Verity Scan,NO,3607,428,1817,1051,7,0,2875,822,1964,14,14,21,6,1,4,3,10,2859,545,1969,66,107,11,2698,767,1872,7,2646,0,0,0,0,664,1950,7,2621,2395,214,266,2875
271231200,St. Paul W-5 P-5,1200,St. Paul,Ramsey,62,4,66,66B,03,02,no data,W-05,no data,no data,Verity Scan,NO,1732,195,929,243,1,0,1173,390,746,3,2,16,1,1,5,0,2,1166,169,719,56,23,4,971,288,674,5,967,0,0,0,0,244,681,5,930,822,71,280,1173
271231210,St. Paul W-5 P-6,1210,St. Paul,Ramsey,62,4,65,65A,03,02,no data,W-05,no data,no data,Verity Scan,NO,2351,233,1310,465,3,0,1778,545,1178,12,7,13,4,0,2,4,4,1769,342,1221,56,40,6,1665,512,1122,8,1642,0,0,0,0,0,1199,59,1258,1426,162,190,1778
271231220,St. Paul W-5 P-7,1220,St. Paul,Ramsey,62,4,66,66B,06,02,no data,W-05,no data,no data,Verity Scan,NO,2261,216,1283,478,5,0,1766,562,1138,9,11,16,7,1,7,2,6,1759,358,1186,48,62,2,1656,581,1060,3,1644,0,0,0,0,449,1136,2,1587,1454,135,177,1766
271231230,St. Paul W-5 P-8,1230,St. Paul,Ramsey,62,4,66,66B,03,02,no data,W-05,no data,no data,Verity Scan,NO,1941,164,892,516,3,0,1411,404,959,2,12,14,6,1,2,3,3,1406,251,984,30,52,3,1320,427,876,5,1308,0,0,0,0,348,923,3,1274,1130,116,165,1411
271231240,St. Paul W-5 P-9,1240,St. Paul,Ramsey,62,4,66,66B,03,02,no data,W-05,no data,no data,Verity Scan,NO,1738,201,890,309,1,0,1200,332,816,6,8,18,6,0,0,0,5,1191,223,821,21,39,2,1106,327,760,1,1088,0,0,0,0,269,794,3,1066,982,85,133,1200
271231250,St. Paul W-5 P-10,1250,St. Paul,Ramsey,62,4,66,66A,03,02,no data,W-05,no data,no data,Verity Scan,NO,508,41,266,208,4,0,478,72,395,2,1,4,0,1,0,0,2,477,59,397,10,2,0,468,75,387,0,462,0,0,0,0,74,375,0,449,421,31,26,478
271231290,St. Paul W-6 P-1,1290,St. Paul,Ramsey,62,4,67,67A,06,02,no data,W-06,no data,no data,Verity Scan,NO,1923,158,983,334,1,0,1318,362,921,4,10,7,4,0,3,2,0,1313,208,871,67,30,2,1178,380,790,2,1172,0,0,0,0,253,905,5,1163,1035,83,200,1318
271231300,St. Paul W-6 P-2,1300,St. Paul,Ramsey,62,4,67,67A,06,02,no data,W-06,no data,no data,Verity Scan,NO,2023,145,1133,499,3,0,1635,366,1226,10,4,9,3,1,2,3,8,1632,270,1200,59,29,2,1560,417,1123,2,1542,0,0,0,0,310,1225,2,1537,1380,140,115,1635
271231310,St. Paul W-6 P-3,1310,St. Paul,Ramsey,62,4,67,67A,06,02,no data,W-06,no data,no data,Verity Scan,NO,1591,171,946,288,1,0,1235,447,757,5,6,6,3,0,1,0,5,1230,321,759,49,17,1,1147,476,665,5,1146,0,0,0,0,306,823,5,1134,1002,104,129,1235
271231320,St. Paul W-6 P-4,1320,St. Paul,Ramsey,62,4,67,67A,06,02,no data,W-06,no data,no data,Verity Scan,NO,1564,163,849,317,0,0,1166,370,761,3,10,5,0,3,2,1,1,1156,230,766,56,36,1,1089,365,705,4,1074,0,0,0,0,271,800,4,1075,942,101,123,1166
271231330,St. Paul W-6 P-5,1330,St. Paul,Ramsey,62,4,67,67A,06,02,no data,W-06,no data,no data,Verity Scan,NO,2033,191,1044,462,5,0,1511,454,1002,11,15,13,1,0,6,1,3,1506,309,1015,43,58,4,1429,448,953,4,1405,0,0,0,0,348,1065,7,1420,1243,128,140,1511
271231340,St. Paul W-6 P-6,1340,St. Paul,Ramsey,62,4,66,66B,03,02,no data,W-06,no data,no data,Verity Scan,NO,1445,194,658,401,7,0,1066,293,750,3,3,4,2,1,1,2,1,1060,204,716,25,14,1,960,277,663,2,942,0,0,0,0,235,673,1,909,863,48,155,1066
271231350,St. Paul W-6 P-7,1350,St. Paul,Ramsey,62,4,67,67A,06,02,no data,W-06,no data,no data,Verity Scan,NO,1433,159,583,298,1,0,882,261,586,4,7,10,1,1,3,0,5,878,185,559,28,21,1,794,268,528,1,797,0,0,0,0,183,593,1,777,706,60,116,882
