county_code,county,office,district,party,candidate,votes,pct
07,Blue Earth,Governor,,DFL,John Marty,7383,37.05
07,Blue Earth,Governor,,Other,,1854,9.30
07,Blue Earth,Governor,,R,Arne Carlson,10688,53.64
07,Blue Earth,Secretary of State,,DFL,John Lindner,11584,58.13
07,Blue Earth,Secretary of State,,Other,,1211,6.08
07,Blue Earth,Secretary of State,,R,Joanell Dyrstad,7133,35.79
07,Blue Earth,State Auditor,,DFL,Mark Dayton,8688,43.60
07,Blue Earth,State Auditor,,Other,,1987,9.97
07,Blue Earth,State Auditor,,R,Judi Dutcher,9250,46.42
07,Blue Earth,State Treasurer,,DFL,Michael McGrath,8628,43.30
07,Blue Earth,State Treasurer,,Other,,2686,13.48
07,Blue Earth,State Treasurer,,R,Mike McGrath,8611,43.22
07,Blue Earth,U.S. Senate,,DFL,Ann Wynia,8085,40.58
07,Blue Earth,U.S. Senate,,Other,,1365,6.85
07,Blue Earth,U.S. Senate,,R,Rod Grams,10475,52.57
08,Brown,Attorney General,,DFL,Hubert H. Humphrey III,5984,58.02
08,Brown,Attorney General,,Other,,1010,9.79
08,Brown,Attorney General,,R,Mike Hatch,3320,32.19
08,Brown,Governor,,DFL,John Marty,2976,28.85
08,Brown,Governor,,Other,,781,7.57
08,Brown,Governor,,R,Arne Carlson,6557,63.57
08,Brown,Secretary of State,,DFL,John Lindner,5569,53.99
08,Brown,Secretary of State,,Other,,656,6.36
08,Brown,Secretary of State,,R,Joanell Dyrstad,4089,39.65
08,Brown,State Auditor,,DFL,Mark Dayton,4054,39.31
08,Brown,State Auditor,,Other,,1011,9.80
08,Brown,State Auditor,,R,Judi Dutcher,5249,50.89
08,Brown,State Treasurer,,DFL,Michael McGrath,3743,36.29
08,Brown,State Treasurer,,Other,,1339,12.98
08,Brown,State Treasurer,,R,Mike McGrath,5232,50.73
08,Brown,U.S. Senate,,DFL,Ann Wynia,3277,31.77
08,Brown,U.S. Senate,,Other,,578,5.60
08,Brown,U.S. Senate,,R,Rod Grams,6459,62.62
09,Carlton,Attorney General,,DFL,Hubert H. Humphrey III,8799,72.62
09,Carlton,Attorney General,,Other,,822,6.78
09,Carlton,Attorney General,,R,Mike Hatch,2496,20.60
09,Carlton,Governor,,DFL,John Marty,5892,48.63
09,Carlton,Governor,,Other,,831,6.86
09,Carlton,Governor,,R,Arne Carlson,5394,44.52
09,Carlton,Secretary of State,,DFL,John Lindner,8234,67.95
09,Carlton,Secretary of State,,Other,,679,5.60
09,Carlton,Secretary of State,,R,Joanell Dyrstad,3204,26.44
09,Carlton,State Auditor,,DFL,Mark Dayton,6956,57.41
09,Carlton,State Auditor,,Other,,1230,10.15
09,Carlton,State Auditor,,R,Judi Dutcher,3931,32.44
09,Carlton,State Treasurer,,DFL,Michael McGrath,6862,56.63
09,Carlton,State Treasurer,,Other,,1291,10.65
09,Carlton,State Treasurer,,R,Mike McGrath,3964,32.71
09,Carlton,U.S. Senate,,DFL,Ann Wynia,6366,52.54
09,Carlton,U.S. Senate,,Other,,879,7.25
09,Carlton,U.S. Senate,,R,Rod Grams,4872,40.21
10,Carver,Attorney General,,DFL,Hubert H. Humphrey III,10836,51.99
10,Carver,Attorney General,,Other,,2292,11.00
10,Carver,Attorney General,,R,Mike Hatch,7716,37.02
10,Carver,Governor,,DFL,John Marty,4309,20.67
10,Carver,Governor,,Other,,1273,6.11
10,Carver,Governor,,R,Arne Carlson,15262,73.22
10,Carver,Secretary of State,,DFL,John Lindner,10162,48.75
10,Carver,Secretary of State,,Other,,1272,6.10
10,Carver,Secretary of State,,R,Joanell Dyrstad,9410,45.14
10,Carver,State Auditor,,DFL,Mark Dayton,6455,30.97
10,Carver,State Auditor,,Other,,2154,10.33
10,Carver,State Auditor,,R,Judi Dutcher,12235,58.70
10,Carver,State Treasurer,,DFL,Michael McGrath,6613,31.73
10,Carver,State Treasurer,,Other,,2958,14.19
10,Carver,State Treasurer,,R,Mike McGrath,11273,54.08
10,Carver,U.S. Senate,,DFL,Ann Wynia,6490,31.14
10,Carver,U.S. Senate,,Other,,1854,8.89
10,Carver,U.S. Senate,,R,Rod Grams,12500,59.97
11,Cass,Attorney General,,DFL,Hubert H. Humphrey III,5762,57.26
11,Cass,Attorney General,,Other,,884,8.78
11,Cass,Attorney General,,R,Mike Hatch,3417,33.96
11,Cass,Governor,,DFL,John Marty,3342,33.21
11,Cass,Governor,,Other,,569,5.65
11,Cass,Governor,,R,Arne Carlson,6152,61.13
11,Cass,Secretary of State,,DFL,John Lindner,5307,52.74
11,Cass,Secretary of State,,Other,,590,5.86
11,Cass,Secretary of State,,R,Joanell Dyrstad,4166,41.40
11,Cass,State Auditor,,DFL,Mark Dayton,4376,43.49
11,Cass,State Auditor,,Other,,1005,9.99
11,Cass,State Auditor,,R,Judi Dutcher,4682,46.53
11,Cass,State Treasurer,,DFL,Michael McGrath,4095,40.69
11,Cass,State Treasurer,,Other,,1117,11.10
11,Cass,State Treasurer,,R,Mike McGrath,4851,48.21
11,Cass,U.S. Senate,,DFL,Ann Wynia,3898,38.74
11,Cass,U.S. Senate,,Other,,650,6.46
11,Cass,U.S. Senate,,R,Rod Grams,5515,54.80
12,Chippewa,Attorney General,,DFL,Hubert H. Humphrey III,3628,64.41
12,Chippewa,Attorney General,,Other,,412,7.31
12,Chippewa,Attorney General,,R,Mike Hatch,1593,28.28
12,Chippewa,Governor,,DFL,John Marty,1995,35.42
12,Chippewa,Governor,,Other,,324,5.75
12,Chippewa,Governor,,R,Arne Carlson,3314,58.83
12,Chippewa,Secretary of State,,DFL,John Lindner,3405,60.45
12,Chippewa,Secretary of State,,Other,,252,4.47
12,Chippewa,Secretary of State,,R,Joanell Dyrstad,1976,35.08
12,Chippewa,State Auditor,,DFL,Mark Dayton,2710,48.11
12,Chippewa,State Auditor,,Other,,458,8.13
12,Chippewa,State Auditor,,R,Judi Dutcher,2465,43.76
12,Chippewa,State Treasurer,,DFL,Michael McGrath,2646,46.97
12,Chippewa,State Treasurer,,Other,,593,10.53
12,Chippewa,State Treasurer,,R,Mike McGrath,2394,42.50
12,Chippewa,U.S. Senate,,DFL,Ann Wynia,2341,41.56
12,Chippewa,U.S. Senate,,Other,,343,6.09
12,Chippewa,U.S. Senate,,R,Rod Grams,2949,52.35
13,Chisago,Attorney General,,DFL,Hubert H. Humphrey III,8511,61.07
13,Chisago,Attorney General,,Other,,1478,10.60
13,Chisago,Attorney General,,R,Mike Hatch,3948,28.33
13,Chisago,Governor,,DFL,John Marty,4351,31.22
13,Chisago,Governor,,Other,,897,6.44
13,Chisago,Governor,,R,Arne Carlson,8689,62.34
13,Chisago,Secretary of State,,DFL,John Lindner,8095,58.08
13,Chisago,Secretary of State,,Other,,815,5.85
13,Chisago,Secretary of State,,R,Joanell Dyrstad,5027,36.07
13,Chisago,State Auditor,,DFL,Mark Dayton,6072,43.57
13,Chisago,State Auditor,,Other,,1325,9.51
13,Chisago,State Auditor,,R,Judi Dutcher,6540,46.93
13,Chisago,State Treasurer,,DFL,Michael McGrath,6129,43.98
13,Chisago,State Treasurer,,Other,,1661,11.92
13,Chisago,State Treasurer,,R,Mike McGrath,6147,44.11
13,Chisago,U.S. Senate,,DFL,Ann Wynia,5568,39.95
13,Chisago,U.S. Senate,,Other,,1548,11.11
13,Chisago,U.S. Senate,,R,Rod Grams,6821,48.94
14,Clay,Attorney General,,DFL,Hubert H. Humphrey III,10605,66.48
14,Clay,Attorney General,,Other,,1056,6.62
14,Clay,Attorney General,,R,Mike Hatch,4290,26.89
14,Clay,Governor,,DFL,John Marty,4437,27.82
14,Clay,Governor,,Other,,792,4.97
14,Clay,Governor,,R,Arne Carlson,10722,67.22
14,Clay,Secretary of State,,DFL,John Lindner,9111,57.12
14,Clay,Secretary of State,,Other,,839,5.26
14,Clay,Secretary of State,,R,Joanell Dyrstad,6001,37.62
14,Clay,State Auditor,,DFL,Mark Dayton,7360,46.14
14,Clay,State Auditor,,Other,,1394,8.74
14,Clay,State Auditor,,R,Judi Dutcher,7197,45.12
14,Clay,State Treasurer,,DFL,Michael McGrath,6558,41.11
14,Clay,State Treasurer,,Other,,1892,11.86
14,Clay,State Treasurer,,R,Mike McGrath,7501,47.03
14,Clay,U.S. Senate,,DFL,Ann Wynia,7163,44.91
14,Clay,U.S. Senate,,Other,,805,5.05
14,Clay,U.S. Senate,,R,Rod Grams,7983,50.05
15,Clearwater,Attorney General,,DFL,Hubert H. Humphrey III,1797,55.95
15,Clearwater,Attorney General,,Other,,297,9.25
15,Clearwater,Attorney General,,R,Mike Hatch,1118,34.81
15,Clearwater,Governor,,DFL,John Marty,1241,38.64
15,Clearwater,Governor,,Other,,271,8.44
15,Clearwater,Governor,,R,Arne Carlson,1700,52.93
15,Clearwater,Secretary of State,,DFL,John Lindner,1765,54.95
15,Clearwater,Secretary of State,,Other,,185,5.76
15,Clearwater,Secretary of State,,R,Joanell Dyrstad,1262,39.29
15,Clearwater,State Auditor,,DFL,Mark Dayton,1551,48.29
15,Clearwater,State Auditor,,Other,,252,7.85
15,Clearwater,State Auditor,,R,Judi Dutcher,1409,43.87
15,Clearwater,State Treasurer,,DFL,Michael McGrath,1445,44.99
15,Clearwater,State Treasurer,,Other,,362,11.27
15,Clearwater,State Treasurer,,R,Mike McGrath,1405,43.74
15,Clearwater,U.S. Senate,,DFL,Ann Wynia,1318,41.03
15,Clearwater,U.S. Senate,,Other,,223,6.94
15,Clearwater,U.S. Senate,,R,Rod Grams,1671,52.02
16,Cook,Attorney General,,DFL,Hubert H. Humphrey III,1510,60.96
16,Cook,Attorney General,,Other,,247,9.97
16,Cook,Attorney General,,R,Mike Hatch,720,29.07
16,Cook,Governor,,DFL,John Marty,943,38.07
16,Cook,Governor,,Other,,200,8.07
16,Cook,Governor,,R,Arne Carlson,1334,53.86
16,Cook,Secretary of State,,DFL,John Lindner,1474,59.51
16,Cook,Secretary of State,,Other,,174,7.02
16,Cook,Secretary of State,,R,Joanell Dyrstad,829,33.47
16,Cook,State Auditor,,DFL,Mark Dayton,1152,46.51
16,Cook,State Auditor,,Other,,290,11.71
16,Cook,State Auditor,,R,Judi Dutcher,1035,41.78
16,Cook,State Treasurer,,DFL,Michael McGrath,1085,43.80
16,Cook,State Treasurer,,Other,,346,13.97
16,Cook,State Treasurer,,R,Mike McGrath,1046,42.23
16,Cook,U.S. Senate,,DFL,Ann Wynia,1163,46.95
16,Cook,U.S. Senate,,Other,,172,6.94
16,Cook,U.S. Senate,,R,Rod Grams,1142,46.10
17,Cottonwood,Attorney General,,DFL,Hubert H. Humphrey III,3105,57.39
17,Cottonwood,Attorney General,,Other,,588,10.87
17,Cottonwood,Attorney General,,R,Mike Hatch,1717,31.74
17,Cottonwood,Governor,,DFL,John Marty,1847,34.14
17,Cottonwood,Governor,,Other,,664,12.27
17,Cottonwood,Governor,,R,Arne Carlson,2899,53.59
17,Cottonwood,Secretary of State,,DFL,John Lindner,3004,55.53
17,Cottonwood,Secretary of State,,Other,,298,5.51
17,Cottonwood,Secretary of State,,R,Joanell Dyrstad,2108,38.96
17,Cottonwood,State Auditor,,DFL,Mark Dayton,2059,38.06
17,Cottonwood,State Auditor,,Other,,389,7.19
17,Cottonwood,State Auditor,,R,Judi Dutcher,2962,54.75
17,Cottonwood,State Treasurer,,DFL,Michael McGrath,2275,42.05
17,Cottonwood,State Treasurer,,Other,,700,12.94
17,Cottonwood,State Treasurer,,R,Mike McGrath,2435,45.01
17,Cottonwood,U.S. Senate,,DFL,Ann Wynia,1970,36.41
17,Cottonwood,U.S. Senate,,Other,,214,3.96
17,Cottonwood,U.S. Senate,,R,Rod Grams,3226,59.63
18,Crow Wing,Attorney General,,DFL,Hubert H. Humphrey III,12128,60.22
18,Crow Wing,Attorney General,,Other,,1605,7.97
18,Crow Wing,Attorney General,,R,Mike Hatch,6406,31.81
18,Crow Wing,Governor,,DFL,John Marty,6694,33.24
18,Crow Wing,Governor,,Other,,1131,5.62
18,Crow Wing,Governor,,R,Arne Carlson,12314,61.15
18,Crow Wing,Secretary of State,,DFL,John Lindner,10603,52.65
18,Crow Wing,Secretary of State,,Other,,1088,5.40
18,Crow Wing,Secretary of State,,R,Joanell Dyrstad,8448,41.95
18,Crow Wing,State Auditor,,DFL,Mark Dayton,8698,43.19
18,Crow Wing,State Auditor,,Other,,2219,11.02
18,Crow Wing,State Auditor,,R,Judi Dutcher,9222,45.79
18,Crow Wing,State Treasurer,,DFL,Michael McGrath,8212,40.78
18,Crow Wing,State Treasurer,,Other,,2357,11.70
18,Crow Wing,State Treasurer,,R,Mike McGrath,9570,47.52
18,Crow Wing,U.S. Senate,,DFL,Ann Wynia,7630,37.89
18,Crow Wing,U.S. Senate,,Other,,1295,6.43
18,Crow Wing,U.S. Senate,,R,Rod Grams,11214,55.68
19,Dakota,Attorney General,,DFL,Hubert H. Humphrey III,72615,61.65
19,Dakota,Attorney General,,Other,,13129,11.15
19,Dakota,Attorney General,,R,Mike Hatch,32047,27.21
19,Dakota,Governor,,DFL,John Marty,29969,25.44
19,Dakota,Governor,,Other,,6347,5.39
19,Dakota,Governor,,R,Arne Carlson,81475,69.17
19,Dakota,Secretary of State,,DFL,John Lindner,65725,55.80
19,Dakota,Secretary of State,,Other,,7004,5.95
19,Dakota,Secretary of State,,R,Joanell Dyrstad,45062,38.26
19,Dakota,State Auditor,,DFL,Mark Dayton,44842,38.07
19,Dakota,State Auditor,,Other,,11359,9.64
19,Dakota,State Auditor,,R,Judi Dutcher,61590,52.29
19,Dakota,State Treasurer,,DFL,Michael McGrath,46648,39.60
19,Dakota,State Treasurer,,Other,,16786,14.25
19,Dakota,State Treasurer,,R,Mike McGrath,54357,46.15
19,Dakota,U.S. Senate,,DFL,Ann Wynia,48296,41.00
19,Dakota,U.S. Senate,,Other,,10239,8.69
19,Dakota,U.S. Senate,,R,Rod Grams,59256,50.31
20,Dodge,Attorney General,,DFL,Hubert H. Humphrey III,3715,58.80
20,Dodge,Attorney General,,Other,,495,7.83
20,Dodge,Attorney General,,R,Mike Hatch,2108,33.36
20,Dodge,Governor,,DFL,John Marty,1693,26.80
20,Dodge,Governor,,Other,,422,6.68
20,Dodge,Governor,,R,Arne Carlson,4203,66.52
20,Dodge,Secretary of State,,DFL,John Lindner,3409,53.96
20,Dodge,Secretary of State,,Other,,423,6.70
20,Dodge,Secretary of State,,R,Joanell Dyrstad,2486,39.35
20,Dodge,State Auditor,,DFL,Mark Dayton,2395,37.91
20,Dodge,State Auditor,,Other,,721,11.41
20,Dodge,State Auditor,,R,Judi Dutcher,3202,50.68
20,Dodge,State Treasurer,,DFL,Michael McGrath,2359,37.34
20,Dodge,State Treasurer,,Other,,790,12.50
20,Dodge,State Treasurer,,R,Mike McGrath,3169,50.16
20,Dodge,U.S. Senate,,DFL,Ann Wynia,2280,36.09
20,Dodge,U.S. Senate,,Other,,498,7.88
20,Dodge,U.S. Senate,,R,Rod Grams,3540,56.03
21,Douglas,Attorney General,,DFL,Hubert H. Humphrey III,7015,56.69
21,Douglas,Attorney General,,Other,,1015,8.20
21,Douglas,Attorney General,,R,Mike Hatch,4344,35.11
21,Douglas,Governor,,DFL,John Marty,3926,31.73
21,Douglas,Governor,,Other,,622,5.03
21,Douglas,Governor,,R,Arne Carlson,7826,63.25
21,Douglas,Secretary of State,,DFL,John Lindner,6413,51.83
21,Douglas,Secretary of State,,Other,,554,4.48
21,Douglas,Secretary of State,,R,Joanell Dyrstad,5407,43.70
21,Douglas,State Auditor,,DFL,Mark Dayton,4653,37.60
21,Douglas,State Auditor,,Other,,943,7.62
21,Douglas,State Auditor,,R,Judi Dutcher,6778,54.78
21,Douglas,State Treasurer,,DFL,Michael McGrath,4497,36.34
21,Douglas,State Treasurer,,Other,,1337,10.80
21,Douglas,State Treasurer,,R,Mike McGrath,6540,52.85
21,Douglas,U.S. Senate,,DFL,Ann Wynia,4041,32.66
21,Douglas,U.S. Senate,,Other,,666,5.38
21,Douglas,U.S. Senate,,R,Rod Grams,7667,61.96
22,Faribault,Attorney General,,DFL,Hubert H. Humphrey III,4389,58.64
22,Faribault,Attorney General,,Other,,535,7.15
22,Faribault,Attorney General,,R,Mike Hatch,2561,34.22
22,Faribault,Governor,,DFL,John Marty,2332,31.16
22,Faribault,Governor,,Other,,420,5.61
22,Faribault,Governor,,R,Arne Carlson,4733,63.23
22,Faribault,Secretary of State,,DFL,John Lindner,4221,56.39
22,Faribault,Secretary of State,,Other,,318,4.25
22,Faribault,Secretary of State,,R,Joanell Dyrstad,2946,39.36
22,Faribault,State Auditor,,DFL,Mark Dayton,3285,43.89
22,Faribault,State Auditor,,Other,,500,6.68
22,Faribault,State Auditor,,R,Judi Dutcher,3700,49.43
22,Faribault,State Treasurer,,DFL,Michael McGrath,3218,42.99
22,Faribault,State Treasurer,,Other,,648,8.66
22,Faribault,State Treasurer,,R,Mike McGrath,3619,48.35
22,Faribault,U.S. Senate,,DFL,Ann Wynia,2603,34.78
22,Faribault,U.S. Senate,,Other,,462,6.17
22,Faribault,U.S. Senate,,R,Rod Grams,4420,59.05
23,Fillmore,Attorney General,,DFL,Hubert H. Humphrey III,4409,55.15
23,Fillmore,Attorney General,,Other,,836,10.46
23,Fillmore,Attorney General,,R,Mike Hatch,2750,34.40
23,Fillmore,Governor,,DFL,John Marty,2001,25.03
23,Fillmore,Governor,,Other,,577,7.22
23,Fillmore,Governor,,R,Arne Carlson,5417,67.75
23,Fillmore,Secretary of State,,DFL,John Lindner,4144,51.83
23,Fillmore,Secretary of State,,Other,,506,6.33
23,Fillmore,Secretary of State,,R,Joanell Dyrstad,3345,41.84
23,Fillmore,State Auditor,,DFL,Mark Dayton,2974,37.20
23,Fillmore,State Auditor,,Other,,876,10.96
23,Fillmore,State Auditor,,R,Judi Dutcher,4145,51.84
23,Fillmore,State Treasurer,,DFL,Michael McGrath,2932,36.67
23,Fillmore,State Treasurer,,Other,,1130,14.13
23,Fillmore,State Treasurer,,R,Mike McGrath,3933,49.19
23,Fillmore,U.S. Senate,,DFL,Ann Wynia,3213,40.19
23,Fillmore,U.S. Senate,,Other,,504,6.30
23,Fillmore,U.S. Senate,,R,Rod Grams,4278,53.51
24,Freeborn,Attorney General,,DFL,Hubert H. Humphrey III,9290,67.94
24,Freeborn,Attorney General,,Other,,887,6.49
24,Freeborn,Attorney General,,R,Mike Hatch,3496,25.57
24,Freeborn,Governor,,DFL,John Marty,4592,33.58
24,Freeborn,Governor,,Other,,608,4.45
24,Freeborn,Governor,,R,Arne Carlson,8473,61.97
24,Freeborn,Secretary of State,,DFL,John Lindner,8689,63.55
24,Freeborn,Secretary of State,,Other,,553,4.04
24,Freeborn,Secretary of State,,R,Joanell Dyrstad,4431,32.41
24,Freeborn,State Auditor,,DFL,Mark Dayton,6458,47.23
24,Freeborn,State Auditor,,Other,,1103,8.07
24,Freeborn,State Auditor,,R,Judi Dutcher,6112,44.70
24,Freeborn,State Treasurer,,DFL,Michael McGrath,6806,49.78
24,Freeborn,State Treasurer,,Other,,1244,9.10
24,Freeborn,State Treasurer,,R,Mike McGrath,5623,41.12
24,Freeborn,U.S. Senate,,DFL,Ann Wynia,6293,46.03
24,Freeborn,U.S. Senate,,Other,,898,6.57
24,Freeborn,U.S. Senate,,R,Rod Grams,6482,47.41
25,Goodhue,Attorney General,,DFL,Hubert H. Humphrey III,10159,61.88
25,Goodhue,Attorney General,,Other,,1505,9.17
25,Goodhue,Attorney General,,R,Mike Hatch,4752,28.95
25,Goodhue,Governor,,DFL,John Marty,4398,26.79
25,Goodhue,Governor,,Other,,819,4.99
25,Goodhue,Governor,,R,Arne Carlson,11199,68.22
25,Goodhue,Secretary of State,,DFL,John Lindner,9417,57.36
25,Goodhue,Secretary of State,,Other,,797,4.86
25,Goodhue,Secretary of State,,R,Joanell Dyrstad,6202,37.78
25,Goodhue,State Auditor,,DFL,Mark Dayton,6451,39.30
25,Goodhue,State Auditor,,Other,,1467,8.94
25,Goodhue,State Auditor,,R,Judi Dutcher,8498,51.77
25,Goodhue,State Treasurer,,DFL,Michael McGrath,6691,40.76
25,Goodhue,State Treasurer,,Other,,1813,11.04
25,Goodhue,State Treasurer,,R,Mike McGrath,7912,48.20
25,Goodhue,U.S. Senate,,DFL,Ann Wynia,6419,39.10
25,Goodhue,U.S. Senate,,Other,,1162,7.08
25,Goodhue,U.S. Senate,,R,Rod Grams,8835,53.82
26,Grant,Attorney General,,DFL,Hubert H. Humphrey III,2101,65.49
26,Grant,Attorney General,,Other,,237,7.39
26,Grant,Attorney General,,R,Mike Hatch,870,27.12
26,Grant,Governor,,DFL,John Marty,1275,39.74
26,Grant,Governor,,Other,,163,5.08
26,Grant,Governor,,R,Arne Carlson,1770,55.17
26,Grant,Secretary of State,,DFL,John Lindner,1964,61.22
26,Grant,Secretary of State,,Other,,171,5.33
26,Grant,Secretary of State,,R,Joanell Dyrstad,1073,33.45
26,Grant,State Auditor,,DFL,Mark Dayton,1598,49.81
26,Grant,State Auditor,,Other,,274,8.54
26,Grant,State Auditor,,R,Judi Dutcher,1336,41.65
