FIPS_VTD,Precinct Name,CC,FIPS,PRCT,LEG,7am,EDR,Signatures,AB-Reg,AB-Fed,AB-Pres,Ballots,PresIR,PresDFL,PresOther,CongIR,CongDFL,CongOther,MNSenIR,MNSenDFL,MNSenOther,MNLegIR,MNLegDFL,MNLegOther
1350150,ROOSEVELT,68,135,150,01A,77,24,74,6,0,0,80,22,27,31,29,51,0,28,52,0,37,43,0
1350155,ROSEAU,68,135,155,01A,1451,277,1180,68,0,0,1248,520,386,342,506,700,42,439,750,59,920,315,13
1350160,ROSS TWP.,68,135,160,01A,189,35,161,2,0,0,163,55,50,58,55,106,2,48,112,3,113,50,0
1350165,SKAGEN TWP.,68,135,165,01A,116,21,97,1,0,0,98,57,15,26,44,51,3,35,60,3,68,28,2
1350170,SOLER TWP.,68,135,170,01A,67,3,51,0,0,0,51,21,17,13,14,35,2,13,37,1,29,20,2
1350175,SPRUCE TWP.,68,135,175,01A,323,64,300,21,0,0,321,119,99,103,125,191,5,113,198,10,219,99,3
1350180,STAFFORD TWP.,68,135,180,01A,146,9,125,2,0,0,127,55,37,35,47,79,1,48,79,0,81,46,0
1350185,STOKES TWP.,68,135,185,01A,108,12,90,1,0,0,91,23,37,31,23,66,2,27,61,3,47,42,2
1350190,STRATHCONA,68,135,190,01A,23,2,20,0,0,0,20,8,6,6,8,11,1,12,8,0,10,10,0
1350195,WARROAD,68,135,195,01A,881,191,686,44,0,0,730,303,235,192,316,401,13,285,430,15,368,352,10
1370005,ALANGO TWP.,69,137,5,03A,171,29,151,1,0,0,152,38,73,41,59,73,20,36,103,13,0,115,37
1370010,ALBORN TWP.,69,137,10,05B,205,20,177,3,0,0,180,33,106,41,41,115,24,77,98,5,52,128,0
1370015,ALDEN TWP.,69,137,15,06B,86,14,84,3,0,0,87,14,47,26,21,53,13,13,58,16,25,60,2
1370020,ANGORA TWP.,69,137,20,05A,152,26,137,2,0,0,139,31,74,34,40,86,13,43,95,1,0,122,17
1370025,ARROWHEAD TWP.,69,137,25,05B,93,21,89,1,0,0,90,25,51,14,19,62,9,18,70,2,19,68,3
1370030,AULT TWP.,69,137,30,06A,66,4,58,0,1,0,59,6,34,19,14,35,10,10,38,11,0,52,7
1370031,UNORG. 54-13,69,137,31,06A,36,1,30,0,0,0,30,3,17,10,5,19,6,4,19,7,0,19,11
1370035,BABBITT,69,137,35,06A,1111,189,995,78,0,0,1073,229,641,203,5,19,1049,203,795,75,0,892,181
1370040,BALKAN TWP.,69,137,40,05B,591,40,488,22,0,0,510,66,324,120,91,368,51,100,403,7,77,424,9
1370045,BASSETT TWP.,69,137,45,06A,28,2,22,4,0,0,26,4,22,0,3,21,2,4,20,2,0,24,2
1370050,BEATTY TWP.,69,137,50,06A,308,45,270,34,0,0,304,98,129,77,151,124,29,98,172,34,0,248,56
1370055,BIWABIK,69,137,55,05A,800,62,640,34,0,0,674,88,459,127,146,458,70,132,529,13,0,621,53
1370060,BIWABIK TWP.,69,137,60,05A,607,50,510,25,0,0,535,117,318,100,169,314,52,164,359,12,0,457,78
1370070,BREVATOR TWP.,69,137,70,08A,554,89,454,14,0,0,468,99,249,120,125,282,61,113,346,9,206,256,6
1370075,BROOKSTON,69,137,75,05B,47,9,41,0,0,0,41,1,30,10,5,31,5,5,36,0,5,36,0
1370080,BUHL,69,137,80,05B,685,57,546,39,0,0,585,86,382,117,117,403,65,113,454,18,236,331,18
1370085,CANOSIA TWP.,69,137,85,06B,1131,167,927,39,0,0,966,243,442,281,291,490,185,225,433,308,389,476,101
1370090,CEDAR VALLEY TWP.,69,137,90,05B,118,15,103,2,2,2,109,25,52,32,31,55,23,43,60,6,31,73,5
1370095,CHERRY TWP.,69,137,95,05B,568,54,495,16,0,0,511,81,300,130,104,345,62,117,389,5,109,396,6
1370100,CHISHOLM P-1,69,137,100,05B,1145,97,863,77,0,0,940,108,683,149,155,710,75,149,775,16,126,783,31
1370105,CHISHOLM P-2,69,137,105,05B,1277,88,1023,77,0,0,1100,188,728,184,188,843,69,180,900,20,183,891,26
1370110,CHISHOLM P-3,69,137,110,05B,1198,99,865,134,0,0,999,179,647,173,175,723,101,157,819,23,166,800,33
1370115,CLINTON TWP.,69,137,115,05B,672,72,573,12,0,0,585,84,379,122,123,395,67,138,438,9,118,454,13
1370120,COLVIN TWP.,69,137,120,05A,260,28,221,10,0,0,231,62,111,58,79,127,25,84,144,3,0,185,46
1370121,UNORG. 55-15,69,137,121,06A,13,1,6,0,0,0,6,2,3,1,3,3,0,2,3,1,0,4,2
1370122,UNORG. 56-14,69,137,122,06A,12,0,11,0,0,0,11,4,5,2,3,7,1,3,8,0,0,10,1
1370123,,69,137,123,06A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370125,COOK,69,137,125,06A,436,63,307,25,0,0,332,84,170,78,110,183,39,58,257,17,0,290,42
1370130,COTTON TWP.,69,137,130,05B,296,44,249,16,0,0,265,59,158,48,67,175,23,76,185,4,84,175,6
1370131,UNORG. 54-15,69,137,131,06A,3,0,3,0,0,0,3,1,2,0,1,2,0,1,2,0,0,1,2
1370135,CULVER TWP.,69,137,135,05B,111,27,102,2,0,0,104,20,59,25,18,72,14,31,67,6,29,67,8
1370140,DULUTH P- 1,69,137,140,06B,1821,184,1478,81,11,0,1570,431,851,288,489,905,176,345,796,429,689,831,50
1370145,DULUTH P- 2,69,137,145,06B,1070,107,875,31,0,0,906,259,503,144,265,537,104,173,473,260,367,520,19
1370150,DULUTH P- 3,69,137,150,06B,1441,103,1065,122,0,0,1187,343,649,195,345,722,120,226,600,361,500,647,40
1370155,DULUTH P- 4,69,137,155,06B,2076,186,1732,94,0,0,1826,565,889,372,589,1033,204,418,872,536,831,934,61
1370160,DULUTH P- 5,69,137,160,06B,1767,158,1477,76,0,1,1554,513,719,322,480,838,236,405,741,408,786,727,41
1370165,DULUTH P- 6,69,137,165,06B,1415,138,1162,46,0,0,1208,354,614,240,343,703,162,271,649,288,525,646,37
1370170,DULUTH P- 7,69,137,170,07B,1488,111,1199,60,0,0,1259,369,647,243,332,766,161,438,796,25,443,725,91
1370175,DULUTH P- 8,69,137,175,07B,984,77,776,65,0,0,841,292,383,166,294,429,118,353,460,28,368,415,58
1370180,DULUTH P- 9,69,137,180,06B,1283,101,1025,83,0,0,1108,493,396,219,468,513,127,422,400,286,692,380,36
1370190,DULUTH P-10,69,137,190,06B,1466,275,1171,43,0,0,1214,342,640,232,332,674,208,286,591,337,495,652,67
1370195,DULUTH P-11,69,137,195,06B,1123,118,880,64,0,0,944,308,462,174,305,490,149,266,426,252,480,429,35
1370200,DULUTH P-12,69,137,200,07B,1468,167,1131,117,0,0,1248,387,622,239,410,658,180,466,729,53,537,609,102
1370205,DULUTH P-13,69,137,205,07B,2198,877,1764,26,0,0,1790,427,836,527,376,920,494,704,789,297,508,848,434
1370210,DULUTH P-14,69,137,210,07B,2770,461,2119,163,1,0,2283,699,1137,447,651,1335,297,852,1298,133,868,1173,242
1370215,DULUTH P-15,69,137,215,07B,1097,147,914,24,0,0,938,226,555,157,231,575,132,278,624,36,298,573,67
1370220,DULUTH P-16,69,137,220,06B,1352,350,990,32,0,0,1022,224,604,194,226,629,167,215,554,253,350,597,75
1370225,DULUTH P-17,69,137,225,07B,1004,315,721,16,0,0,737,152,416,169,169,424,144,273,418,46,190,455,92
1370230,DULUTH P-18,69,137,230,07B,1320,344,1015,22,0,0,1037,217,609,211,203,670,164,331,661,45,255,687,95
1370235,DULUTH P-19,69,137,235,07B,1403,307,1168,39,1,1,1209,254,712,243,296,762,151,379,799,31,330,788,91
1370240,DULUTH P-20,69,137,240,07B,1586,228,1283,32,0,0,1315,332,719,264,352,809,154,463,820,32,434,800,81
1370245,DULUTH P-21,69,137,245,07B,894,120,596,36,0,0,632,168,347,117,195,361,76,219,392,21,227,357,48
1370250,DULUTH P-22,69,137,250,07B,1073,181,764,41,0,0,805,143,493,169,157,534,114,238,527,40,200,531,74
1370255,DULUTH P-23,69,137,255,07B,1127,178,745,74,0,0,819,193,499,127,190,525,104,271,496,52,186,508,125
1370260,DULUTH P-24,69,137,260,07B,712,173,437,40,0,0,477,98,307,72,131,296,50,135,328,14,128,301,48
1370265,DULUTH P-25,69,137,265,07B,1088,146,787,94,0,0,881,208,477,196,224,538,119,281,574,26,428,416,37
1370270,DULUTH P-26,69,137,270,07B,1067,154,797,34,1,0,832,166,523,143,183,547,102,233,575,24,217,544,71
1370275,DULUTH P-27,69,137,275,07A,3086,257,2338,190,0,0,2528,676,1390,462,729,1566,233,850,1627,51,922,1451,155
1370280,DULUTH P-28,69,137,280,07B,1512,309,1207,30,0,0,1237,240,747,250,260,832,145,423,770,44,289,843,105
1370285,DULUTH P-29,69,137,285,07A,918,140,681,14,7,0,702,147,424,131,184,446,72,251,439,12,238,418,46
1370290,DULUTH P-30,69,137,290,07A,1632,153,1288,84,0,0,1372,364,732,276,393,847,132,582,767,23,515,784,73
1370295,DULUTH P-31,69,137,295,07A,1457,150,1277,48,0,0,1325,409,655,261,456,756,113,575,724,26,561,684,80
1370300,DULUTH P-32,69,137,300,07A,1581,252,1246,46,0,0,1292,232,819,241,273,890,129,461,793,38,350,838,104
1370305,DULUTH P-33,69,137,305,07A,1046,109,858,24,0,0,882,186,560,136,203,609,70,294,566,22,272,555,55
1370315,DULUTH P-34,69,137,315,07A,1301,153,1028,30,0,0,1058,230,650,178,264,707,87,381,651,26,319,671,68
1370320,DULUTH P-35,69,137,320,07A,1317,189,1140,45,0,0,1185,242,692,251,275,782,128,391,765,29,365,768,52
1370325,DULUTH P-36,69,137,325,07A,852,115,616,20,0,0,636,87,431,118,119,439,78,188,423,25,160,419,57
1370330,DULUTH P-37,69,137,330,07A,1430,173,1132,78,4,0,1214,227,739,248,291,793,130,428,765,21,350,820,44
1370335,DULUTH P-38,69,137,335,07A,907,171,745,22,0,0,767,142,460,165,156,534,77,267,482,18,218,500,49
1370340,DULUTH P-39,69,137,340,07A,671,81,565,9,0,0,574,99,335,140,129,378,67,182,375,17,171,385,18
1370345,DULUTH P-40,69,137,345,07A,1198,174,972,27,0,1,1000,158,652,190,207,687,106,318,662,20,265,657,78
1370350,DULUTH P-41,69,137,350,07A,1447,208,1188,26,0,0,1214,203,778,233,271,832,111,349,833,32,366,788,60
1370355,DULUTH P-42,69,137,355,07A,207,17,178,9,0,0,187,31,121,35,40,116,31,59,125,3,45,133,9
1370435,DULUTH TWP.,69,137,435,06B,1012,132,857,42,0,0,899,207,450,242,266,479,154,225,500,174,301,556,42
1370437,EAGLE'S NEST TWP.,69,137,437,06A,136,6,102,5,0,0,107,36,47,24,54,41,12,44,54,9,0,76,31
1370440,ELLSBURG TWP.,69,137,440,05B,102,14,77,14,0,0,91,19,49,23,25,55,11,35,51,5,31,56,4
1370445,ELMER TWP.,69,137,445,05B,112,3,93,2,1,0,96,25,57,14,35,54,7,27,66,3,28,66,2
1370450,ELY P-1,69,137,450,06A,483,113,452,18,0,0,470,99,248,123,146,257,67,98,320,52,0,400,70
1370455,ELY P-2,69,137,455,06A,767,118,578,77,0,0,655,170,323,162,229,363,63,148,451,56,0,557,98
1370460,ELY P-3,69,137,460,06A,670,73,553,37,0,0,590,138,319,133,209,330,51,138,405,47,0,509,81
1370465,ELY P-4,69,137,465,06A,730,194,681,21,0,0,702,147,381,174,215,386,101,151,477,74,0,589,113
1370470,EMBARRASS TWP.,69,137,470,05A,486,58,414,12,0,0,426,62,250,114,104,266,56,86,325,15,0,375,51
1370475,EVELETH P-1,69,137,475,05A,587,53,424,63,0,0,487,70,324,93,107,334,46,115,358,14,0,426,61
1370480,EVELETH P-2,69,137,480,05A,496,44,317,23,0,0,340,46,244,50,59,244,37,90,241,9,0,289,51
1370485,EVELETH P-3,69,137,485,05A,449,52,365,27,0,0,392,53,269,70,81,276,35,88,296,8,0,350,42
1370490,EVELETH P-4,69,137,490,05A,440,38,360,21,0,0,381,64,250,67,87,256,38,89,279,13,0,333,48
1370495,EVELETH P-5,69,137,495,05A,471,47,381,25,0,0,406,38,296,72,66,305,35,80,314,12,0,362,44
1370500,EVELETH P-6,69,137,500,05A,384,42,293,11,0,0,304,28,216,60,47,225,32,60,239,5,0,268,36
1370505,FAIRBANKS TWP.,69,137,505,06A,50,6,39,5,0,0,44,2,30,12,10,27,7,9,25,10,0,37,7
1370510,FAYAL TWP.,69,137,510,05A,1473,0,1221,54,0,0,1275,257,748,270,340,802,133,409,840,26,0,1095,180
1370515,FIELD TWP.,69,137,515,06A,239,35,203,8,0,0,211,50,99,62,74,106,31,55,138,18,0,173,38
1370520,FINE LAKES TWP.,69,137,520,03B,114,9,74,0,0,0,74,18,35,21,20,50,4,26,46,2,20,50,4
1370525,FLOODWOOD P-1,69,137,525,03B,326,81,315,6,0,0,321,70,202,49,65,224,32,54,245,22,59,237,25
1370530,FLOODWOOD TWP. P-2,69,137,530,03B,192,34,172,3,0,0,175,44,89,42,59,104,12,45,122,8,46,121,8
1370535,FRANKLIN,69,137,535,05A,16,2,18,0,0,0,18,3,12,3,3,14,1,3,15,0,0,15,3
1370540,FREDENBERG TWP.,69,137,540,06B,542,95,492,23,0,0,515,164,179,172,158,237,120,153,226,136,225,240,50
1370545,FRENCH TWP.,69,137,545,03A,369,33,304,17,0,0,321,68,148,105,89,188,44,89,227,5,0,274,47
1370550,GILBERT P-1,69,137,550,05A,588,48,466,15,0,0,481,62,323,96,118,316,47,122,352,7,0,425,56
1370555,GILBERT P-2,69,137,555,05A,596,48,520,16,0,0,536,50,379,107,102,376,58,114,413,9,0,493,43
1370560,GILBERT P-3,69,137,560,05A,157,31,152,6,0,0,158,18,108,32,29,109,20,36,121,1,0,150,8
1370565,GNESEN TWP.,69,137,565,06B,782,118,648,34,0,0,682,158,322,202,185,350,147,147,290,245,250,358,74
1370570,GRAND LAKE TWP.,69,137,570,06A,1420,219,1263,15,0,0,1278,361,581,336,386,730,162,346,670,262,0,936,342
1370575,GREAT SCOTT TWP. P-1,69,137,575,05B,240,25,213,19,0,0,232,46,145,41,55,151,26,55,172,5,75,151,6
1370580,GREAT SCOTT TWP. P-2,69,137,580,05B,140,0,132,4,0,0,136,16,93,27,21,102,13,22,113,1,37,95,4
1370585,GREENWOOD TWP.,69,137,585,06A,485,58,358,75,0,0,433,135,163,135,196,195,42,140,247,46,0,331,102
1370590,HALDEN TWP.,69,137,590,03B,96,13,82,5,0,0,87,14,44,29,12,68,7,13,70,4,13,69,5
1370591,UNORG. 52-21,69,137,591,05B,43,2,36,0,0,0,36,7,19,10,7,24,5,9,25,2,6,28,2
1370595,HERMANTOWN P-1,69,137,595,08A,1156,197,894,51,0,0,945,237,456,252,259,496,190,306,576,63,439,441,65
1370600,HERMANTOWN P-2,69,137,600,08A,1356,51,1041,40,0,0,1081,289,521,271,303,616,162,398,629,54,552,488,41
1370605,HERMANTOWN P-3,69,137,605,08A,1526,227,1251,55,0,0,1306,308,673,325,358,768,180,406,826,74,630,628,48
1370615,HIBBING P- 1,69,137,615,05B,530,54,419,19,0,0,438,48,313,77,64,327,47,82,346,10,53,357,28
1370620,HIBBING P- 2,69,137,620,05B,440,46,335,28,0,0,363,74,210,79,107,220,36,110,244,9,79,266,18
1370625,HIBBING P- 3,69,137,625,05B,544,73,433,11,0,0,444,99,239,106,111,287,46,135,298,11,107,321,16
1370630,HIBBING P- 4,69,137,630,05B,512,57,442,23,0,0,465,96,266,103,112,299,54,128,324,13,101,337,27
1370635,HIBBING P- 5,69,137,635,05B,1279,2,1012,54,0,0,1066,194,648,224,256,700,110,266,773,27,238,792,36
1370640,HIBBING P- 6,69,137,640,05B,575,105,521,18,0,0,539,103,309,127,130,352,57,136,392,11,108,412,19
1370645,HIBBING P- 7,69,137,645,05B,411,58,367,18,0,0,385,63,230,92,91,252,42,100,280,5,79,293,13
1370650,HIBBING P- 8,69,137,650,05B,506,57,393,24,0,0,417,83,236,98,106,262,49,125,280,12,107,288,22
1370655,HIBBING P- 9,69,137,655,05B,1760,138,1285,117,0,0,1402,348,776,278,363,902,137,421,939,42,363,981,58
1370660,HIBBING P- 10,69,137,660,05B,2382,169,1718,115,0,0,1833,376,1052,405,440,1191,202,520,1266,47,451,1314,68
1370665,HIBBING P-11,69,137,665,05B,2503,230,1969,192,0,0,2161,452,1269,440,524,1445,192,553,1561,47,550,1538,73
1370735,HOYT LAKES,69,137,735,06A,1652,174,1353,101,0,0,1454,265,910,279,299,1044,111,197,1137,120,0,1229,225
1370750,INDUSTRIAL TWP.,69,137,750,08A,390,47,308,14,0,0,322,82,167,73,94,186,42,87,228,7,160,155,7
1370755,IRON JUNCTION,69,137,755,05B,67,8,64,0,0,0,64,10,32,22,23,33,8,20,42,2,18,46,0
1370760,KELSEY TWP.,69,137,760,05B,82,10,70,1,0,0,71,14,35,22,16,51,4,19,51,1,19,51,1
1370765,KUGLER TWP.,69,137,765,05A,110,25,107,1,5,0,113,13,78,22,24,77,12,27,84,2,0,103,10
1370770,LAKEWOOD TWP.,69,137,770,06B,1195,141,965,23,2,0,990,246,491,253,259,572,159,224,559,207,324,644,22
1370775,LAVELL TWP.,69,137,775,05B,193,35,165,0,0,0,165,20,104,41,37,108,20,38,122,5,30,129,6
1370785,LEONIDAS,69,137,785,05A,39,4,35,0,4,0,39,5,26,8,5,31,3,10,29,0,0,34,5
1370790,LINDEN GROVE TWP.,69,137,790,03A,90,4,69,1,0,0,70,24,24,22,32,29,9,22,46,2,0,58,12
1370795,MCDAVITT,69,137,795,05B,320,37,265,2,0,0,267,42,164,61,86,149,32,72,192,3,52,210,5
1370797,MCKINLEY,69,137,797,05A,83,4,74,3,0,0,77,6,56,15,12,49,16,17,57,3,0,69,8
1370800,MEADOWLANDS TWP.,69,137,800,05B,241,26,216,3,0,0,219,39,110,70,59,129,31,65,146,8,72,138,9
1370805,MIDWAY TWP.,69,137,805,08A,900,190,706,66,0,0,772,182,420,170,168,470,134,147,490,135,251,401,120
1370810,MORCOM TWP.,69,137,810,03A,63,0,54,0,0,0,54,0,25,29,14,34,6,9,43,2,0,0,54
1370820,MOUNTAIN IRON P-1,69,137,820,05A,1038,57,903,2,52,0,957,127,650,180,209,650,98,261,674,22,0,833,124
1370825,MOUNTAIN IRON P-2,69,137,825,05A,1171,124,895,55,0,0,950,176,555,219,224,621,105,315,624,11,0,830,120
1370840,NESS TWP.,69,137,840,05B,49,2,39,0,0,0,39,8,23,8,20,13,6,13,19,7,9,28,2
1370845,NEW INDEPENDENCE TWP,69,137,845,05B,138,29,139,3,1,0,143,17,97,29,24,97,22,35,104,4,29,108,6
1370850,NORMANNA TWP.,69,137,850,06B,288,65,283,8,0,0,291,53,165,73,76,186,29,53,183,55,90,201,0
1370852,NORTHSTAR TWP.,69,137,852,06B,89,12,71,9,0,0,80,23,35,22,21,51,8,21,42,17,37,43,0
1370855,NORTHLAND TWP.,69,137,855,05B,119,5,101,6,0,0,107,18,68,21,29,67,11,17,88,2,18,85,4
1370856,UNORG. 53-16,69,137,856,06A,60,2,48,0,0,0,48,10,29,9,10,29,9,9,32,7,0,38,10
1370857,UNORG. 53-15,69,137,857,06A,52,7,52,0,0,0,52,9,33,10,13,34,5,7,36,9,0,42,10
1370860,ORR,69,137,860,06A,175,33,165,4,0,0,169,54,66,49,64,88,17,67,83,19,0,136,33
1370865,OWENS TWP.,69,137,865,06A,187,26,192,2,2,0,196,51,69,76,71,75,50,42,107,47,0,140,56
1370870,PAYNE TWP.,69,137,870,05B,22,1,13,1,0,0,14,1,11,2,0,13,1,2,12,0,1,13,0
1370875,PEQUAYWAN TWP,69,137,875,06A,78,15,80,0,0,0,80,20,34,26,26,44,10,26,38,16,0,70,10
1370890,PRAIRIE LAKE TWP,69,137,890,03B,47,6,36,2,0,0,38,13,17,8,12,20,6,6,31,1,7,30,1
1370895,PROCTOR,69,137,895,08A,1845,351,1626,67,0,0,1693,327,1019,347,337,1093,263,451,1143,99,624,973,96
1370910,RICE LAKE TWP.,69,137,910,06B,2357,336,1958,66,0,0,2024,424,1075,525,478,1236,310,408,1191,425,657,1290,77
1370915,SANDY TWP.,69,137,915,05A,285,19,230,4,0,0,234,43,135,56,66,136,32,75,158,1,0,203,31
1370920,SOLWAY TWP.,69,137,920,08A,1006,188,903,15,0,0,918,187,484,247,229,565,124,280,623,15,348,558,12
1370925,STONEY BROOK TWP.,69,137,925,05B,97,29,96,1,0,0,97,25,42,30,29,54,14,28,68,1,24,70,3
1370930,STURGEON TWP.,69,137,930,03A,106,17,104,1,0,0,105,10,54,41,28,57,20,20,76,9,0,83,22
1370935,TOIVOLA TWP.,69,137,935,05B,156,23,142,0,0,0,142,32,73,37,40,84,18,37,100,5,30,105,7
1370940,TOWER,69,137,940,06A,394,39,308,13,0,0,321,63,195,63,76,196,49,59,228,34,0,274,47
1370945,UNORG. 55-21,69,137,945,05B,192,4,144,0,0,0,144,24,96,24,23,100,21,29,112,3,29,111,4
1370950,UNORG. 56-16,69,137,950,05A,190,5,121,0,0,0,121,11,95,15,20,85,16,10,104,7,0,96,25
1370955,UNORG. 56-17,69,137,955,05A,193,18,144,0,0,0,144,25,94,25,35,90,19,37,106,1,0,129,15
1370960,UNORG. 57-16,69,137,960,05A,455,49,395,12,0,0,407,84,238,85,120,247,40,129,275,3,0,261,146
1370965,UNORG. 59-21,69,137,965,03A,120,2,81,0,0,0,81,15,50,16,17,51,13,21,58,2,0,57,24
1370970,UNORG. 60-18,69,137,970,05A,688,95,688,2,24,1,715,143,323,249,186,367,162,232,368,115,0,518,197
1370971,UNORG. 60-19,69,137,971,05A,95,0,75,0,0,0,75,11,38,26,24,37,14,34,37,4,0,57,18
1370973,UNORG. 60-20,69,137,973,03A,22,1,16,0,0,0,16,9,5,2,3,11,2,9,7,0,0,14,2
1370975,UNORG. 61-12 13 & 14,69,137,975,06A,267,3,216,0,0,0,216,40,141,35,60,138,18,46,157,13,0,198,18
1370979,UNORG. 61-17,69,137,979,05A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370980,UNORG. 62-17,69,137,980,06A,33,0,30,0,0,0,30,14,9,7,20,8,2,16,10,4,0,24,6
1370990,UNORG. 63-19,69,137,990,06A,19,0,17,0,0,0,17,7,8,2,6,10,1,8,9,0,0,9,8
1370995,UNORG. 63 & 64-17,69,137,995,06A,84,5,64,0,0,0,64,13,35,16,24,21,19,21,34,9,0,46,18
1370999,UNORG. 62-21,69,137,999,03A,72,4,57,0,0,0,57,10,36,11,11,33,13,15,37,5,0,46,11
1371000,UNORG. 63 & 64-21,69,137,1000,06A,69,1,53,0,0,0,53,13,17,23,22,22,9,26,20,7,0,32,21
1371005,UNORG. 65-21,69,137,1005,06A,129,0,23,0,0,0,23,4,17,2,4,18,1,6,16,1,0,20,3
1371010,UN 66 67-20 68-20 21,69,137,1010,06A,35,1,25,0,0,0,25,14,5,6,12,10,3,5,14,6,0,21,4
1371015,UNORG. 67-17,69,137,1015,06A,76,2,63,0,0,0,63,42,9,12,39,13,11,26,25,12,0,41,22
1371020,UNORG. 69-19,69,137,1020,06A,16,3,13,0,0,0,13,2,4,7,4,6,3,6,7,0,0,11,2
1371025,UNORG. 69-21,69,137,1025,06A,93,1,68,0,0,0,68,22,26,20,35,22,11,26,27,15,0,55,13
1371030,VAN BUREN TWP.,69,137,1030,05B,104,13,99,1,0,0,100,15,69,16,22,67,11,21,74,5,21,75,4
1371035,VERMILION LAKE TWP.,69,137,1035,05A,201,15,175,8,0,0,183,39,96,48,57,102,24,55,118,10,0,150,33
1371040,VIRGINIA P- 1,69,137,1040,05A,1377,78,993,52,0,0,1045,183,671,191,296,646,103,471,549,25,0,894,151
1371045,VIRGINIA P- 2,69,137,1045,05A,1431,120,955,95,0,0,1050,286,551,213,348,597,105,481,533,36,0,855,195
1371050,VIRGINIA P- 3,69,137,1050,05A,1250,111,919,25,0,0,944,179,614,151,223,608,113,335,565,44,0,791,153
1371055,VIRGINIA P- 4,69,137,1055,05A,1218,62,947,45,0,0,992,207,627,158,306,581,105,394,573,25,0,860,132
1371060,VIRGINIA P- 5,69,137,1060,05A,1434,115,1107,43,0,0,1150,209,720,221,297,748,105,414,700,36,0,991,159
1371125,WAASA TWP.,69,137,1125,06A,208,26,159,14,0,0,173,17,126,30,16,130,27,10,146,17,0,152,21
1371130,WHITE TWP. P-1,69,137,1130,05A,1829,163,1348,87,1,1,1437,235,935,267,308,991,138,325,1065,47,0,1232,205
1371135,WHITE TWP. P-2,69,137,1135,05A,572,80,482,8,0,0,490,84,281,125,142,293,55,152,320,18,0,416,74
1371140,WILLOW VALLEY TWP.,69,137,1140,06A,71,8,62,4,0,0,66,15,25,26,31,26,9,24,37,5,0,50,16
1371145,WINTON,69,137,1145,06A,105,25,112,0,0,0,112,29,52,31,42,58,12,22,79,11,0,99,13
1371151,BREITUNG/UNORG. 63-14,69,137,1151,06A,479,60,408,17,0,0,425,91,248,86,123,259,43,97,289,39,0,347,78
1371152,PIKE/UNORG. 59-16,69,137,1152,05A,389,37,332,2,0,0,334,60,191,83,79,210,45,98,226,10,0,280,54
1371153,PORTAGE/UNORG. 65-16,69,137,1153,06A,118,13,91,11,0,0,102,42,42,18,41,48,13,32,55,15,0,82,20
1371154,WOURI/UNORG. 59-18,69,137,1154,05A,392,33,333,4,0,0,337,64,190,83,99,196,42,133,197,7,0,288,49
1371155,LEIDING/UNORG. 66-19,69,137,1155,06A,253,55,221,14,0,0,235,69,106,60,89,118,28,102,112,21,0,191,44
1371156,MORSE TWP./64-12+13/65-13,69,137,1156,06A,763,119,637,48,1,1,687,184,323,180,287,338,62,183,434,70,0,560,127
1390005,BELLE PLAINE,70,139,5,35A,1686,276,1457,31,0,0,1488,447,610,431,626,741,121,509,960,19,636,808,44
1390010,BELLE PLAINE TWP.,70,139,10,35A,396,49,347,7,0,0,354,112,108,134,155,158,41,156,192,6,172,163,19
1390015,BLAKELEY TWP.,70,139,15,35A,270,36,244,3,0,0,247,86,60,101,120,107,20,98,145,4,135,103,9
1390020,CEDAR LAKE TWP.,70,139,20,37B,1031,168,945,33,0,0,978,313,322,343,282,654,42,437,486,55,496,431,51
1390025,CREDIT RIVER TWP.,70,139,25,37B,1836,347,1688,75,0,0,1763,613,562,588,1093,537,133,881,771,111,1001,659,103
1390035,ELKO,70,139,35,37B,147,38,148,0,0,0,148,26,50,72,19,124,5,45,96,7,50,94,4
1390040,HELENA TWP.,70,139,40,35A,685,95,599,22,0,0,621,240,184,197,329,245,47,309,302,10,353,249,19
1390045,JACKSON TWP.,70,139,45,35B,690,111,548,17,0,0,565,166,208,191,235,263,67,249,294,22,196,352,17
1390050,JORDAN P-1,70,139,50,35B,679,110,604,18,0,0,622,194,231,197,274,297,51,266,340,16,319,289,14
1390055,JORDAN P-2,70,139,55,35B,783,139,653,10,0,0,663,177,282,204,245,346,72,253,386,24,283,349,31
1390060,LOUISVILLE TWP.,70,139,60,35B,501,73,448,7,0,0,455,191,107,157,221,182,52,242,199,14,174,272,9
1390065,NEW MARKET,70,139,65,37B,162,21,116,1,0,0,117,33,49,35,25,86,6,43,64,10,58,54,5
1390070,NEW MARKET TWP.,70,139,70,37B,1252,243,1128,33,1,0,1162,370,401,391,386,729,47,538,582,42,634,489,39
1390075,NEW PRAGUE W-2,70,139,75,25A,1325,270,1173,34,0,0,1207,358,522,327,448,628,131,681,493,33,500,651,56
1390080,PRIOR LAKE P-1,70,139,80,35B,1660,289,1440,105,0,0,1545,586,506,453,772,607,166,901,578,66,718,773,54
1390085,PRIOR LAKE P-2,70,139,85,35B,1393,332,1228,32,0,0,1260,410,461,389,555,562,143,620,582,58,540,672,48
1390090,PRIOR LAKE P-3,70,139,90,35B,1582,388,1413,65,0,1,1479,534,506,439,678,624,177,762,649,68,657,754,68
