county_code,county,office,district,party,candidate,votes,pct
06,Big Stone,Secretary of State,,DFL,Mark Ritchie,1315,51.23
06,Big Stone,Secretary of State,,IND,Independence Party,59,2.30
06,Big Stone,Secretary of State,,R,Mary Kiffmeyer,1193,46.47
06,Big Stone,State Auditor,,DFL,Rebecca Otto,1451,56.07
06,Big Stone,State Auditor,,IND,Lucy Gerold,90,3.48
06,Big Stone,State Auditor,,R,Patricia Anderson Awada,1047,40.46
06,Big Stone,U.S. Senate,,DFL,Amy Klobuchar,1558,57.73
06,Big Stone,U.S. Senate,,IND,Robert Fitzgerald,92,3.41
06,Big Stone,U.S. Senate,,R,Mark Kennedy,1049,38.87
07,Blue Earth,Attorney General,,DFL,Lori Swanson,13219,55.39
07,Blue Earth,Attorney General,,IND,Independence Party,1180,4.94
07,Blue Earth,Attorney General,,R,Jeff Johnson,9465,39.66
07,Blue Earth,Governor,,DFL,Mike Hatch,12137,48.57
07,Blue Earth,Governor,,IND,Peter Hutchinson,1620,6.48
07,Blue Earth,Governor,,R,Tim Pawlenty,11231,44.95
07,Blue Earth,Secretary of State,,DFL,Mark Ritchie,11988,51.11
07,Blue Earth,Secretary of State,,IND,Independence Party,887,3.78
07,Blue Earth,Secretary of State,,R,Mary Kiffmeyer,10581,45.11
07,Blue Earth,State Auditor,,DFL,Rebecca Otto,12645,53.59
07,Blue Earth,State Auditor,,IND,Lucy Gerold,1269,5.38
07,Blue Earth,State Auditor,,R,Patricia Anderson Awada,9683,41.03
07,Blue Earth,U.S. Senate,,DFL,Amy Klobuchar,14955,59.34
07,Blue Earth,U.S. Senate,,IND,Robert Fitzgerald,835,3.31
07,Blue Earth,U.S. Senate,,R,Mark Kennedy,9411,37.34
08,Brown,Attorney General,,DFL,Lori Swanson,5117,46.16
08,Brown,Attorney General,,IND,Independence Party,607,5.48
08,Brown,Attorney General,,R,Jeff Johnson,5361,48.36
08,Brown,Governor,,DFL,Mike Hatch,4357,37.97
08,Brown,Governor,,IND,Peter Hutchinson,768,6.69
08,Brown,Governor,,R,Tim Pawlenty,6350,55.34
08,Brown,Secretary of State,,DFL,Mark Ritchie,4496,41.82
08,Brown,Secretary of State,,IND,Independence Party,428,3.98
08,Brown,Secretary of State,,R,Mary Kiffmeyer,5828,54.20
08,Brown,State Auditor,,DFL,Rebecca Otto,4900,44.83
08,Brown,State Auditor,,IND,Lucy Gerold,573,5.24
08,Brown,State Auditor,,R,Patricia Anderson Awada,5456,49.92
08,Brown,U.S. Senate,,DFL,Amy Klobuchar,5852,50.64
08,Brown,U.S. Senate,,IND,Robert Fitzgerald,413,3.57
08,Brown,U.S. Senate,,R,Mark Kennedy,5292,45.79
09,Carlton,Attorney General,,DFL,Lori Swanson,9498,69.48
09,Carlton,Attorney General,,IND,Independence Party,455,3.33
09,Carlton,Attorney General,,R,Jeff Johnson,3717,27.19
09,Carlton,Governor,,DFL,Mike Hatch,8721,62.33
09,Carlton,Governor,,IND,Peter Hutchinson,709,5.07
09,Carlton,Governor,,R,Tim Pawlenty,4561,32.60
09,Carlton,Secretary of State,,DFL,Mark Ritchie,8514,63.39
09,Carlton,Secretary of State,,IND,Independence Party,281,2.09
09,Carlton,Secretary of State,,R,Mary Kiffmeyer,4637,34.52
09,Carlton,State Auditor,,DFL,Rebecca Otto,8728,64.34
09,Carlton,State Auditor,,IND,Lucy Gerold,533,3.93
09,Carlton,State Auditor,,R,Patricia Anderson Awada,4305,31.73
09,Carlton,U.S. Senate,,DFL,Amy Klobuchar,9701,68.89
09,Carlton,U.S. Senate,,IND,Robert Fitzgerald,366,2.60
09,Carlton,U.S. Senate,,R,Mark Kennedy,4015,28.51
10,Carver,Attorney General,,DFL,Lori Swanson,13559,39.61
10,Carver,Attorney General,,IND,Independence Party,1220,3.56
10,Carver,Attorney General,,R,Jeff Johnson,19455,56.83
10,Carver,Governor,,DFL,Mike Hatch,10932,30.32
10,Carver,Governor,,IND,Peter Hutchinson,2038,5.65
10,Carver,Governor,,R,Tim Pawlenty,23082,64.02
10,Carver,Secretary of State,,DFL,Mark Ritchie,12532,36.86
10,Carver,Secretary of State,,IND,Independence Party,951,2.80
10,Carver,Secretary of State,,R,Mary Kiffmeyer,20513,60.34
10,Carver,State Auditor,,DFL,Rebecca Otto,13640,40.18
10,Carver,State Auditor,,IND,Lucy Gerold,1404,4.14
10,Carver,State Auditor,,R,Patricia Anderson Awada,18900,55.68
10,Carver,U.S. Senate,,DFL,Amy Klobuchar,16476,45.67
10,Carver,U.S. Senate,,IND,Robert Fitzgerald,1019,2.82
10,Carver,U.S. Senate,,R,Mark Kennedy,18585,51.51
11,Cass,Attorney General,,DFL,Lori Swanson,5710,47.81
11,Cass,Attorney General,,IND,Independence Party,485,4.06
11,Cass,Attorney General,,R,Jeff Johnson,5749,48.13
11,Cass,Governor,,DFL,Mike Hatch,5231,42.27
11,Cass,Governor,,IND,Peter Hutchinson,660,5.33
11,Cass,Governor,,R,Tim Pawlenty,6483,52.39
11,Cass,Secretary of State,,DFL,Mark Ritchie,5284,44.68
11,Cass,Secretary of State,,IND,Independence Party,334,2.82
11,Cass,Secretary of State,,R,Mary Kiffmeyer,6209,52.50
11,Cass,State Auditor,,DFL,Rebecca Otto,5576,46.97
11,Cass,State Auditor,,IND,Lucy Gerold,518,4.36
11,Cass,State Auditor,,R,Patricia Anderson Awada,5778,48.67
11,Cass,U.S. Senate,,DFL,Amy Klobuchar,6356,51.06
11,Cass,U.S. Senate,,IND,Robert Fitzgerald,397,3.19
11,Cass,U.S. Senate,,R,Mark Kennedy,5695,45.75
12,Chippewa,Attorney General,,DFL,Lori Swanson,3065,58.03
12,Chippewa,Attorney General,,IND,Independence Party,159,3.01
12,Chippewa,Attorney General,,R,Jeff Johnson,2058,38.96
12,Chippewa,Governor,,DFL,Mike Hatch,2787,51.18
12,Chippewa,Governor,,IND,Peter Hutchinson,281,5.16
12,Chippewa,Governor,,R,Tim Pawlenty,2378,43.67
12,Chippewa,Secretary of State,,DFL,Mark Ritchie,2774,53.52
12,Chippewa,Secretary of State,,IND,Independence Party,113,2.18
12,Chippewa,Secretary of State,,R,Mary Kiffmeyer,2296,44.30
12,Chippewa,State Auditor,,DFL,Rebecca Otto,2936,56.02
12,Chippewa,State Auditor,,IND,Lucy Gerold,154,2.94
12,Chippewa,State Auditor,,R,Patricia Anderson Awada,2151,41.04
12,Chippewa,U.S. Senate,,DFL,Amy Klobuchar,3353,61.23
12,Chippewa,U.S. Senate,,IND,Robert Fitzgerald,135,2.47
12,Chippewa,U.S. Senate,,R,Mark Kennedy,1988,36.30
13,Chisago,Attorney General,,DFL,Lori Swanson,10450,50.32
13,Chisago,Attorney General,,IND,Independence Party,864,4.16
13,Chisago,Attorney General,,R,Jeff Johnson,9453,45.52
13,Chisago,Governor,,DFL,Mike Hatch,8940,41.28
13,Chisago,Governor,,IND,Peter Hutchinson,1282,5.92
13,Chisago,Governor,,R,Tim Pawlenty,11437,52.80
13,Chisago,Secretary of State,,DFL,Mark Ritchie,9637,47.06
13,Chisago,Secretary of State,,IND,Independence Party,561,2.74
13,Chisago,Secretary of State,,R,Mary Kiffmeyer,10282,50.21
13,Chisago,State Auditor,,DFL,Rebecca Otto,10582,51.20
13,Chisago,State Auditor,,IND,Lucy Gerold,884,4.28
13,Chisago,State Auditor,,R,Patricia Anderson Awada,9203,44.53
13,Chisago,U.S. Senate,,DFL,Amy Klobuchar,11535,53.12
13,Chisago,U.S. Senate,,IND,Robert Fitzgerald,729,3.36
13,Chisago,U.S. Senate,,R,Mark Kennedy,9451,43.52
14,Clay,Attorney General,,DFL,Lori Swanson,10513,56.59
14,Clay,Attorney General,,IND,Independence Party,538,2.90
14,Clay,Attorney General,,R,Jeff Johnson,7527,40.52
14,Clay,Governor,,DFL,Mike Hatch,8527,44.09
14,Clay,Governor,,IND,Peter Hutchinson,746,3.86
14,Clay,Governor,,R,Tim Pawlenty,10065,52.05
14,Clay,Secretary of State,,DFL,Mark Ritchie,9369,51.66
14,Clay,Secretary of State,,IND,Independence Party,502,2.77
14,Clay,Secretary of State,,R,Mary Kiffmeyer,8265,45.57
14,Clay,State Auditor,,DFL,Rebecca Otto,9644,52.87
14,Clay,State Auditor,,IND,Lucy Gerold,682,3.74
14,Clay,State Auditor,,R,Patricia Anderson Awada,7914,43.39
14,Clay,U.S. Senate,,DFL,Amy Klobuchar,11086,57.12
14,Clay,U.S. Senate,,IND,Robert Fitzgerald,580,2.99
14,Clay,U.S. Senate,,R,Mark Kennedy,7741,39.89
15,Clearwater,Attorney General,,DFL,Lori Swanson,1846,52.32
15,Clearwater,Attorney General,,IND,Independence Party,139,3.94
15,Clearwater,Attorney General,,R,Jeff Johnson,1543,43.74
15,Clearwater,Governor,,DFL,Mike Hatch,1795,48.70
15,Clearwater,Governor,,IND,Peter Hutchinson,173,4.69
15,Clearwater,Governor,,R,Tim Pawlenty,1718,46.61
15,Clearwater,Secretary of State,,DFL,Mark Ritchie,1621,46.47
15,Clearwater,Secretary of State,,IND,Independence Party,78,2.24
15,Clearwater,Secretary of State,,R,Mary Kiffmeyer,1789,51.29
15,Clearwater,State Auditor,,DFL,Rebecca Otto,1699,48.32
15,Clearwater,State Auditor,,IND,Lucy Gerold,145,4.12
15,Clearwater,State Auditor,,R,Patricia Anderson Awada,1672,47.55
15,Clearwater,U.S. Senate,,DFL,Amy Klobuchar,1927,51.91
15,Clearwater,U.S. Senate,,IND,Robert Fitzgerald,110,2.96
15,Clearwater,U.S. Senate,,R,Mark Kennedy,1675,45.12
16,Cook,Attorney General,,DFL,Lori Swanson,1666,61.96
16,Cook,Attorney General,,IND,Independence Party,129,4.80
16,Cook,Attorney General,,R,Jeff Johnson,894,33.25
16,Cook,Governor,,DFL,Mike Hatch,1519,54.39
16,Cook,Governor,,IND,Peter Hutchinson,223,7.98
16,Cook,Governor,,R,Tim Pawlenty,1051,37.63
16,Cook,Secretary of State,,DFL,Mark Ritchie,1450,53.84
16,Cook,Secretary of State,,IND,Independence Party,119,4.42
16,Cook,Secretary of State,,R,Mary Kiffmeyer,1124,41.74
16,Cook,State Auditor,,DFL,Rebecca Otto,1479,56.04
16,Cook,State Auditor,,IND,Lucy Gerold,147,5.57
16,Cook,State Auditor,,R,Patricia Anderson Awada,1013,38.39
16,Cook,U.S. Senate,,DFL,Amy Klobuchar,1835,64.73
16,Cook,U.S. Senate,,IND,Robert Fitzgerald,111,3.92
16,Cook,U.S. Senate,,R,Mark Kennedy,889,31.36
17,Cottonwood,Attorney General,,DFL,Lori Swanson,2558,49.46
17,Cottonwood,Attorney General,,IND,Independence Party,206,3.98
17,Cottonwood,Attorney General,,R,Jeff Johnson,2408,46.56
17,Cottonwood,Governor,,DFL,Mike Hatch,2320,43.90
17,Cottonwood,Governor,,IND,Peter Hutchinson,265,5.01
17,Cottonwood,Governor,,R,Tim Pawlenty,2700,51.09
17,Cottonwood,Secretary of State,,DFL,Mark Ritchie,2165,43.15
17,Cottonwood,Secretary of State,,IND,Independence Party,126,2.51
17,Cottonwood,Secretary of State,,R,Mary Kiffmeyer,2726,54.34
17,Cottonwood,State Auditor,,DFL,Rebecca Otto,2384,46.18
17,Cottonwood,State Auditor,,IND,Lucy Gerold,198,3.84
17,Cottonwood,State Auditor,,R,Patricia Anderson Awada,2580,49.98
17,Cottonwood,U.S. Senate,,DFL,Amy Klobuchar,2771,52.11
17,Cottonwood,U.S. Senate,,IND,Robert Fitzgerald,145,2.73
17,Cottonwood,U.S. Senate,,R,Mark Kennedy,2402,45.17
18,Crow Wing,Attorney General,,DFL,Lori Swanson,12714,48.63
18,Crow Wing,Attorney General,,IND,Independence Party,1019,3.90
18,Crow Wing,Attorney General,,R,Jeff Johnson,12414,47.48
18,Crow Wing,Governor,,DFL,Mike Hatch,11651,42.89
18,Crow Wing,Governor,,IND,Peter Hutchinson,1404,5.17
18,Crow Wing,Governor,,R,Tim Pawlenty,14113,51.95
18,Crow Wing,Secretary of State,,DFL,Mark Ritchie,11697,45.22
18,Crow Wing,Secretary of State,,IND,Independence Party,662,2.56
18,Crow Wing,Secretary of State,,R,Mary Kiffmeyer,13506,52.22
18,Crow Wing,State Auditor,,DFL,Rebecca Otto,12664,48.81
18,Crow Wing,State Auditor,,IND,Lucy Gerold,1196,4.61
18,Crow Wing,State Auditor,,R,Patricia Anderson Awada,12085,46.58
18,Crow Wing,U.S. Senate,,DFL,Amy Klobuchar,13775,50.47
18,Crow Wing,U.S. Senate,,IND,Robert Fitzgerald,892,3.27
18,Crow Wing,U.S. Senate,,R,Mark Kennedy,12624,46.26
19,Dakota,Attorney General,,DFL,Lori Swanson,81298,51.24
19,Dakota,Attorney General,,IND,Independence Party,6136,3.87
19,Dakota,Attorney General,,R,Jeff Johnson,71224,44.89
19,Dakota,Governor,,DFL,Mike Hatch,67939,41.02
19,Dakota,Governor,,IND,Peter Hutchinson,10630,6.42
19,Dakota,Governor,,R,Tim Pawlenty,87039,52.56
19,Dakota,Secretary of State,,DFL,Mark Ritchie,75425,48.31
19,Dakota,Secretary of State,,IND,Independence Party,4638,2.97
19,Dakota,Secretary of State,,R,Mary Kiffmeyer,76054,48.72
19,Dakota,State Auditor,,DFL,Rebecca Otto,78384,50.14
19,Dakota,State Auditor,,IND,Lucy Gerold,6835,4.37
19,Dakota,State Auditor,,R,Patricia Anderson Awada,71102,45.48
19,Dakota,U.S. Senate,,DFL,Amy Klobuchar,93247,56.31
19,Dakota,U.S. Senate,,IND,Robert Fitzgerald,5072,3.06
19,Dakota,U.S. Senate,,R,Mark Kennedy,67289,40.63
20,Dodge,Attorney General,,DFL,Lori Swanson,3382,46.55
20,Dodge,Attorney General,,IND,Independence Party,410,5.64
20,Dodge,Attorney General,,R,Jeff Johnson,3474,47.81
20,Dodge,Governor,,DFL,Mike Hatch,2925,38.81
20,Dodge,Governor,,IND,Peter Hutchinson,430,5.71
20,Dodge,Governor,,R,Tim Pawlenty,4182,55.49
20,Dodge,Secretary of State,,DFL,Mark Ritchie,2935,41.12
20,Dodge,Secretary of State,,IND,Independence Party,266,3.73
20,Dodge,Secretary of State,,R,Mary Kiffmeyer,3937,55.16
20,Dodge,State Auditor,,DFL,Rebecca Otto,3147,43.59
20,Dodge,State Auditor,,IND,Lucy Gerold,407,5.64
20,Dodge,State Auditor,,R,Patricia Anderson Awada,3665,50.77
20,Dodge,U.S. Senate,,DFL,Amy Klobuchar,3909,51.59
20,Dodge,U.S. Senate,,IND,Robert Fitzgerald,326,4.30
20,Dodge,U.S. Senate,,R,Mark Kennedy,3342,44.11
21,Douglas,Attorney General,,DFL,Lori Swanson,7246,46.01
21,Douglas,Attorney General,,IND,Independence Party,565,3.59
21,Douglas,Attorney General,,R,Jeff Johnson,7937,50.40
21,Douglas,Governor,,DFL,Mike Hatch,6222,37.94
21,Douglas,Governor,,IND,Peter Hutchinson,946,5.77
21,Douglas,Governor,,R,Tim Pawlenty,9233,56.30
21,Douglas,Secretary of State,,DFL,Mark Ritchie,6074,39.06
21,Douglas,Secretary of State,,IND,Independence Party,384,2.47
21,Douglas,Secretary of State,,R,Mary Kiffmeyer,9092,58.47
21,Douglas,State Auditor,,DFL,Rebecca Otto,6885,43.98
21,Douglas,State Auditor,,IND,Lucy Gerold,642,4.10
21,Douglas,State Auditor,,R,Patricia Anderson Awada,8129,51.92
21,Douglas,U.S. Senate,,DFL,Amy Klobuchar,8429,51.29
21,Douglas,U.S. Senate,,IND,Robert Fitzgerald,530,3.23
21,Douglas,U.S. Senate,,R,Mark Kennedy,7474,45.48
22,Faribault,Attorney General,,DFL,Lori Swanson,3492,50.46
22,Faribault,Attorney General,,IND,Independence Party,370,5.35
22,Faribault,Attorney General,,R,Jeff Johnson,3058,44.19
22,Faribault,Governor,,DFL,Mike Hatch,3117,43.62
22,Faribault,Governor,,IND,Peter Hutchinson,471,6.59
22,Faribault,Governor,,R,Tim Pawlenty,3558,49.79
22,Faribault,Secretary of State,,DFL,Mark Ritchie,2716,40.19
22,Faribault,Secretary of State,,IND,Independence Party,218,3.23
22,Faribault,Secretary of State,,R,Mary Kiffmeyer,3824,56.58
22,Faribault,State Auditor,,DFL,Rebecca Otto,3002,43.72
22,Faribault,State Auditor,,IND,Lucy Gerold,427,6.22
22,Faribault,State Auditor,,R,Patricia Anderson Awada,3438,50.07
22,Faribault,U.S. Senate,,DFL,Amy Klobuchar,3877,53.91
22,Faribault,U.S. Senate,,IND,Robert Fitzgerald,271,3.77
22,Faribault,U.S. Senate,,R,Mark Kennedy,3044,42.32
23,Fillmore,Attorney General,,DFL,Lori Swanson,4855,55.00
23,Fillmore,Attorney General,,IND,Independence Party,439,4.97
23,Fillmore,Attorney General,,R,Jeff Johnson,3533,40.02
23,Fillmore,Governor,,DFL,Mike Hatch,4475,48.78
23,Fillmore,Governor,,IND,Peter Hutchinson,453,4.94
23,Fillmore,Governor,,R,Tim Pawlenty,4245,46.28
23,Fillmore,Secretary of State,,DFL,Mark Ritchie,4024,47.13
23,Fillmore,Secretary of State,,IND,Independence Party,266,3.12
23,Fillmore,Secretary of State,,R,Mary Kiffmeyer,4248,49.75
23,Fillmore,State Auditor,,DFL,Rebecca Otto,4285,48.98
23,Fillmore,State Auditor,,IND,Lucy Gerold,554,6.33
23,Fillmore,State Auditor,,R,Patricia Anderson Awada,3909,44.68
23,Fillmore,U.S. Senate,,DFL,Amy Klobuchar,5329,57.71
23,Fillmore,U.S. Senate,,IND,Robert Fitzgerald,374,4.05
23,Fillmore,U.S. Senate,,R,Mark Kennedy,3531,38.24
24,Freeborn,Attorney General,,DFL,Lori Swanson,8688,59.99
24,Freeborn,Attorney General,,IND,Independence Party,597,4.12
24,Freeborn,Attorney General,,R,Jeff Johnson,5197,35.89
24,Freeborn,Governor,,DFL,Mike Hatch,8155,54.91
24,Freeborn,Governor,,IND,Peter Hutchinson,716,4.82
24,Freeborn,Governor,,R,Tim Pawlenty,5980,40.27
24,Freeborn,Secretary of State,,DFL,Mark Ritchie,7238,51.28
24,Freeborn,Secretary of State,,IND,Independence Party,338,2.39
24,Freeborn,Secretary of State,,R,Mary Kiffmeyer,6540,46.33
24,Freeborn,State Auditor,,DFL,Rebecca Otto,7674,53.67
24,Freeborn,State Auditor,,IND,Lucy Gerold,636,4.45
24,Freeborn,State Auditor,,R,Patricia Anderson Awada,5988,41.88
24,Freeborn,U.S. Senate,,DFL,Amy Klobuchar,9417,62.60
24,Freeborn,U.S. Senate,,IND,Robert Fitzgerald,446,2.96
24,Freeborn,U.S. Senate,,R,Mark Kennedy,5180,34.43
25,Goodhue,Attorney General,,DFL,Lori Swanson,9670,49.91
25,Goodhue,Attorney General,,IND,Independence Party,848,4.38
25,Goodhue,Attorney General,,R,Jeff Johnson,8855,45.71
25,Goodhue,Governor,,DFL,Mike Hatch,8115,40.56
25,Goodhue,Governor,,IND,Peter Hutchinson,1352,6.76
25,Goodhue,Governor,,R,Tim Pawlenty,10541,52.68
25,Goodhue,Secretary of State,,DFL,Mark Ritchie,8805,46.18
25,Goodhue,Secretary of State,,IND,Independence Party,624,3.27
25,Goodhue,Secretary of State,,R,Mary Kiffmeyer,9638,50.55
25,Goodhue,State Auditor,,DFL,Rebecca Otto,9717,50.56
25,Goodhue,State Auditor,,IND,Lucy Gerold,856,4.45
25,Goodhue,State Auditor,,R,Patricia Anderson Awada,8644,44.98
25,Goodhue,U.S. Senate,,DFL,Amy Klobuchar,11031,54.96
25,Goodhue,U.S. Senate,,IND,Robert Fitzgerald,686,3.42
25,Goodhue,U.S. Senate,,R,Mark Kennedy,8353,41.62
26,Grant,Attorney General,,DFL,Lori Swanson,1664,54.61
26,Grant,Attorney General,,IND,Independence Party,109,3.58
26,Grant,Attorney General,,R,Jeff Johnson,1274,41.81
26,Grant,Governor,,DFL,Mike Hatch,1497,47.83
26,Grant,Governor,,IND,Peter Hutchinson,173,5.53
26,Grant,Governor,,R,Tim Pawlenty,1460,46.65
26,Grant,Secretary of State,,DFL,Mark Ritchie,1414,47.75
26,Grant,Secretary of State,,IND,Independence Party,96,3.24
26,Grant,Secretary of State,,R,Mary Kiffmeyer,1451,49.00
26,Grant,State Auditor,,DFL,Rebecca Otto,1518,50.13
26,Grant,State Auditor,,IND,Lucy Gerold,124,4.10
26,Grant,State Auditor,,R,Patricia Anderson Awada,1386,45.77
26,Grant,U.S. Senate,,DFL,Amy Klobuchar,1827,58.26
26,Grant,U.S. Senate,,IND,Robert Fitzgerald,114,3.64
26,Grant,U.S. Senate,,R,Mark Kennedy,1195,38.11
27,Hennepin,Attorney General,,DFL,Lori Swanson,270441,58.76
27,Hennepin,Attorney General,,IND,Independence Party,18387,4.00
27,Hennepin,Attorney General,,R,Jeff Johnson,171388,37.24
27,Hennepin,Governor,,DFL,Mike Hatch,249244,51.27
27,Hennepin,Governor,,IND,Peter Hutchinson,37021,7.62
27,Hennepin,Governor,,R,Tim Pawlenty,199867,41.11
27,Hennepin,Secretary of State,,DFL,Mark Ritchie,266383,57.66
27,Hennepin,Secretary of State,,IND,Independence Party,15011,3.25
27,Hennepin,Secretary of State,,R,Mary Kiffmeyer,180594,39.09
27,Hennepin,State Auditor,,DFL,Rebecca Otto,264895,58.25
27,Hennepin,State Auditor,,IND,Lucy Gerold,22984,5.05
27,Hennepin,State Auditor,,R,Patricia Anderson Awada,166877,36.70
27,Hennepin,U.S. Senate,,DFL,Amy Klobuchar,317234,65.03
27,Hennepin,U.S. Senate,,IND,Robert Fitzgerald,15245,3.12
27,Hennepin,U.S. Senate,,R,Mark Kennedy,155374,31.85
28,Houston,Attorney General,,DFL,Lori Swanson,4375,51.74
28,Houston,Attorney General,,IND,Independence Party,489,5.78
28,Houston,Attorney General,,R,Jeff Johnson,3591,42.47
28,Houston,Governor,,DFL,Mike Hatch,4009,45.78
28,Houston,Governor,,IND,Peter Hutchinson,369,4.21
28,Houston,Governor,,R,Tim Pawlenty,4379,50.01
28,Houston,Secretary of State,,DFL,Mark Ritchie,4061,49.78
28,Houston,Secretary of State,,IND,Independence Party,257,3.15
28,Houston,Secretary of State,,R,Mary Kiffmeyer,3840,47.07
28,Houston,State Auditor,,DFL,Rebecca Otto,3998,47.90
28,Houston,State Auditor,,IND,Lucy Gerold,498,5.97
28,Houston,State Auditor,,R,Patricia Anderson Awada,3850,46.13
28,Houston,U.S. Senate,,DFL,Amy Klobuchar,4642,52.79
