county_code,county,office,district,party,candidate,votes,pct
01,Aitkin,President,,DFL,Kamala Harris,3524,33.82
01,Aitkin,President,,G,Jill Stein,25,0.24
01,Aitkin,President,,IND,Other Independent,15,0.14
01,Aitkin,President,,JFA,Robert F. Kennedy Jr.,1,0.01
01,Aitkin,President,,LIB,Chase Oliver,31,0.30
01,Aitkin,President,,R,Donald Trump,6741,64.70
01,Aitkin,President,,WTP,Cornel West,82,0.79
01,Aitkin,U.S. Senate,,DFL,Amy Klobuchar,4135,40.25
01,Aitkin,U.S. Senate,,IA,Steve Carlson,131,1.28
01,Aitkin,U.S. Senate,,LIB,Rebecca Whiting,151,1.47
01,Aitkin,U.S. Senate,,R,Royce White,5857,57.01
02,Anoka,President,,DFL,Kamala Harris,97667,46.58
02,Anoka,President,,G,Jill Stein,1725,0.82
02,Anoka,President,,IND,Other Independent,204,0.10
02,Anoka,President,,JFA,Robert F. Kennedy Jr.,191,0.09
02,Anoka,President,,LIB,Chase Oliver,1137,0.54
02,Anoka,President,,R,Donald Trump,106974,51.02
02,Anoka,President,,SLP,Claudia De la Cruz,145,0.07
02,Anoka,President,,SWP,Rachele Fruit,22,0.01
02,Anoka,President,,WTP,Cornel West,1591,0.76
02,Anoka,U.S. Senate,,DFL,Amy Klobuchar,106871,51.92
02,Anoka,U.S. Senate,,IA,Steve Carlson,3464,1.68
02,Anoka,U.S. Senate,,LIB,Rebecca Whiting,4140,2.01
02,Anoka,U.S. Senate,,R,Royce White,91380,44.39
03,Becker,President,,DFL,Kamala Harris,6435,32.67
03,Becker,President,,G,Jill Stein,31,0.16
03,Becker,President,,IND,Other Independent,18,0.09
03,Becker,President,,JFA,Robert F. Kennedy Jr.,8,0.04
03,Becker,President,,LIB,Chase Oliver,58,0.29
03,Becker,President,,R,Donald Trump,12961,65.81
03,Becker,President,,SLP,Claudia De la Cruz,1,0.01
03,Becker,President,,SWP,Rachele Fruit,2,0.01
03,Becker,President,,WTP,Cornel West,182,0.92
03,Becker,U.S. Senate,,DFL,Amy Klobuchar,7539,38.73
03,Becker,U.S. Senate,,IA,Steve Carlson,233,1.20
03,Becker,U.S. Senate,,LIB,Rebecca Whiting,206,1.06
03,Becker,U.S. Senate,,R,Royce White,11489,59.02
04,Beltrami,President,,DFL,Kamala Harris,11493,46.33
04,Beltrami,President,,G,Jill Stein,62,0.25
04,Beltrami,President,,IND,Other Independent,28,0.11
04,Beltrami,President,,JFA,Robert F. Kennedy Jr.,19,0.08
04,Beltrami,President,,LIB,Chase Oliver,97,0.39
04,Beltrami,President,,R,Donald Trump,12898,51.99
04,Beltrami,President,,SLP,Claudia De la Cruz,13,0.05
04,Beltrami,President,,SWP,Rachele Fruit,5,0.02
04,Beltrami,President,,WTP,Cornel West,192,0.77
04,Beltrami,U.S. Senate,,DFL,Amy Klobuchar,12390,50.47
04,Beltrami,U.S. Senate,,IA,Steve Carlson,436,1.78
04,Beltrami,U.S. Senate,,LIB,Rebecca Whiting,447,1.82
04,Beltrami,U.S. Senate,,R,Royce White,11278,45.94
05,Benton,President,,DFL,Kamala Harris,7084,31.12
05,Benton,President,,G,Jill Stein,75,0.33
05,Benton,President,,IND,Other Independent,10,0.04
05,Benton,President,,JFA,Robert F. Kennedy Jr.,4,0.02
05,Benton,President,,LIB,Chase Oliver,118,0.52
05,Benton,President,,R,Donald Trump,15260,67.04
05,Benton,President,,SLP,Claudia De la Cruz,14,0.06
05,Benton,President,,SWP,Rachele Fruit,3,0.01
05,Benton,President,,WTP,Cornel West,195,0.86
05,Benton,U.S. Senate,,DFL,Amy Klobuchar,8435,37.84
05,Benton,U.S. Senate,,IA,Steve Carlson,355,1.59
05,Benton,U.S. Senate,,LIB,Rebecca Whiting,455,2.04
05,Benton,U.S. Senate,,R,Royce White,13048,58.53
06,Big Stone,President,,DFL,Kamala Harris,964,34.23
06,Big Stone,President,,G,Jill Stein,3,0.11
06,Big Stone,President,,IND,Other Independent,3,0.11
06,Big Stone,President,,LIB,Chase Oliver,6,0.21
06,Big Stone,President,,R,Donald Trump,1796,63.78
06,Big Stone,President,,WTP,Cornel West,44,1.56
06,Big Stone,U.S. Senate,,DFL,Amy Klobuchar,1225,43.72
06,Big Stone,U.S. Senate,,IA,Steve Carlson,29,1.03
06,Big Stone,U.S. Senate,,LIB,Rebecca Whiting,32,1.14
06,Big Stone,U.S. Senate,,R,Royce White,1516,54.10
07,Blue Earth,President,,DFL,Kamala Harris,17558,48.33
07,Blue Earth,President,,G,Jill Stein,140,0.39
07,Blue Earth,President,,IND,Other Independent,44,0.12
07,Blue Earth,President,,JFA,Robert F. Kennedy Jr.,24,0.07
07,Blue Earth,President,,LIB,Chase Oliver,160,0.44
07,Blue Earth,President,,R,Donald Trump,18001,49.55
07,Blue Earth,President,,SLP,Claudia De la Cruz,40,0.11
07,Blue Earth,President,,SWP,Rachele Fruit,8,0.02
07,Blue Earth,President,,WTP,Cornel West,351,0.97
07,Blue Earth,U.S. Senate,,DFL,Amy Klobuchar,19135,53.66
07,Blue Earth,U.S. Senate,,IA,Steve Carlson,618,1.73
07,Blue Earth,U.S. Senate,,LIB,Rebecca Whiting,723,2.03
07,Blue Earth,U.S. Senate,,R,Royce White,15185,42.58
08,Brown,President,,DFL,Kamala Harris,4576,31.50
08,Brown,President,,G,Jill Stein,27,0.19
08,Brown,President,,IND,Other Independent,21,0.14
08,Brown,President,,JFA,Robert F. Kennedy Jr.,7,0.05
