county_code,county,office,district,party,candidate,votes,pct
01,Aitkin,Judge - 9th District Court 20,09,WI,WRITE-IN,20,0.38
01,Aitkin,Judge - 9th District Court 23,09,NP,Kristine R. DeMay,5248,99.64
01,Aitkin,Judge - 9th District Court 23,09,WI,WRITE-IN,19,0.36
01,Aitkin,Judge - 9th District Court 6,09,NP,Jerrod A. Shermoen,5206,99.47
01,Aitkin,Judge - 9th District Court 6,09,WI,WRITE-IN,28,0.53
01,Aitkin,Judge - 9th District Court 8,09,NP,Eric Schieferdecker,5212,99.48
01,Aitkin,Judge - 9th District Court 8,09,WI,WRITE-IN,27,0.52
01,Aitkin,Judge - Court of Appeals 1,NA,NP,Theodora Karin Gaitas,5281,99.49
01,Aitkin,Judge - Court of Appeals 1,NA,WI,WRITE-IN,27,0.51
01,Aitkin,Judge - Court of Appeals 10,NA,NP,Jennifer L. Frisch,5241,99.51
01,Aitkin,Judge - Court of Appeals 10,NA,WI,WRITE-IN,26,0.49
01,Aitkin,Judge - Court of Appeals 11,NA,NP,Michelle A. Larkin,5236,99.58
01,Aitkin,Judge - Court of Appeals 11,NA,WI,WRITE-IN,22,0.42
01,Aitkin,Judge - Court of Appeals 16,NA,NP,"Peter M. Reyes, Jr.",5205,99.48
01,Aitkin,Judge - Court of Appeals 16,NA,WI,WRITE-IN,27,0.52
01,Aitkin,Judge - Court of Appeals 17,NA,NP,Matthew E. Johnson,5248,99.64
01,Aitkin,Judge - Court of Appeals 17,NA,WI,WRITE-IN,19,0.36
01,Aitkin,Judge - Court of Appeals 18,NA,NP,Jeff Bryan,5230,99.52
01,Aitkin,Judge - Court of Appeals 18,NA,WI,WRITE-IN,25,0.48
01,Aitkin,Judge - Court of Appeals 19,NA,NP,Francis Connolly,5202,99.62
01,Aitkin,Judge - Court of Appeals 19,NA,WI,WRITE-IN,20,0.38
01,Aitkin,Judge - Court of Appeals 5,NA,NP,Louise Dovre Bjorkman,5285,99.60
01,Aitkin,Judge - Court of Appeals 5,NA,WI,WRITE-IN,21,0.40
01,Aitkin,Judge - Court of Appeals 7,NA,NP,Susan Segal,5266,99.49
01,Aitkin,Judge - Court of Appeals 7,NA,WI,WRITE-IN,27,0.51
01,Aitkin,Judge - Court of Appeals 8,NA,NP,Denise D Reilly,5248,99.54
01,Aitkin,Judge - Court of Appeals 8,NA,WI,WRITE-IN,24,0.46
01,Aitkin,Secretary of State,NA,DFL,Steve Simon,3164,38.87
01,Aitkin,Secretary of State,NA,R,Kim Crockett,4971,61.08
01,Aitkin,Secretary of State,NA,WI,WRITE-IN,4,0.05
01,Aitkin,Soil and Water Supervisor District 1,3001,NP,Thomas Fasteland,6325,99.65
01,Aitkin,Soil and Water Supervisor District 1,3001,WI,WRITE-IN,22,0.35
01,Aitkin,Soil and Water Supervisor District 2,3001,NP,Wayne Anderson,6250,99.68
01,Aitkin,Soil and Water Supervisor District 2,3001,WI,WRITE-IN,20,0.32
01,Aitkin,State Auditor,NA,DFL,Julie Blaha,2685,32.31
01,Aitkin,State Auditor,NA,GLC,Will Finn,123,1.48
01,Aitkin,State Auditor,NA,LMN,Tim Davis,271,3.26
01,Aitkin,State Auditor,NA,R,Ryan Wilson,5229,62.93
01,Aitkin,State Auditor,NA,WI,WRITE-IN,1,0.01
01,Aitkin,State House,10A,R,Ron Kresha,4046,96.82
01,Aitkin,State House,10A,WI,WRITE-IN,133,3.18
01,Aitkin,State House,7A,DFL,Julie Sandstede,1084,36.49
01,Aitkin,State House,7A,R,Spencer Igo,1886,63.48
01,Aitkin,State House,7A,WI,WRITE-IN,1,0.03
01,Aitkin,State Senate,10,DFL,Suzanne M. Cekalla,1858,34.77
01,Aitkin,State Senate,10,R,Nathan Wesenberg,3478,65.09
01,Aitkin,State Senate,10,WI,WRITE-IN,7,0.13
01,Aitkin,State Senate,7,DFL,Ben DeNucci,1082,36.26
01,Aitkin,State Senate,7,R,Robert Farnsworth,1901,63.71
01,Aitkin,State Senate,7,WI,WRITE-IN,1,0.03
01,Aitkin,U.S. House,8,DFL,Jen Schultz,2867,34.06
01,Aitkin,U.S. House,8,R,Pete Stauber,5545,65.88
01,Aitkin,U.S. House,8,WI,WRITE-IN,5,0.06
02,Anoka,Associate Justice - Supreme Court 3,NA,NP,Gordon Moore,77435,98.44
02,Anoka,Associate Justice - Supreme Court 3,NA,WI,WRITE-IN,1227,1.56
02,Anoka,Associate Justice - Supreme Court 6,NA,NP,Natalie E. Hudson,76858,98.54
02,Anoka,Associate Justice - Supreme Court 6,NA,WI,WRITE-IN,1138,1.46
02,Anoka,Attorney General,NA,DFL,Keith Ellison,69825,44.98
02,Anoka,Attorney General,NA,R,Jim Schultz,85278,54.93
02,Anoka,Attorney General,NA,WI,WRITE-IN,146,0.09
02,Anoka,County Attorney,NA,NP,Brad Johnson,79135,63.74
02,Anoka,County Attorney,NA,NP,Wade Kish,44436,35.79
02,Anoka,County Attorney,NA,WI,WRITE-IN,584,0.47
02,Anoka,County Commissioner District 1,01,NP,Kevin Landry,6258,33.19
02,Anoka,County Commissioner District 1,01,NP,Matt Look,12480,66.18
02,Anoka,County Commissioner District 1,01,WI,WRITE-IN,119,0.63
02,Anoka,County Commissioner District 2,02,NP,Julie Braastad,17520,98.63
02,Anoka,County Commissioner District 2,02,WI,WRITE-IN,244,1.37
02,Anoka,County Commissioner District 3,03,NP,Cindy Hansen,8784,42.28
02,Anoka,County Commissioner District 3,03,NP,Jeff Reinert,11926,57.41
02,Anoka,County Commissioner District 3,03,WI,WRITE-IN,64,0.31
02,Anoka,County Commissioner District 4,04,NP,Raymond Zeran,4894,27.49
02,Anoka,County Commissioner District 4,04,NP,Scott Schulte,12821,72.02
02,Anoka,County Commissioner District 4,04,WI,WRITE-IN,86,0.48
02,Anoka,County Commissioner District 5,05,NP,Mike Gamache,9838,53.08
02,Anoka,County Commissioner District 5,05,NP,Tracy Strombeck,8608,46.44
02,Anoka,County Commissioner District 5,05,WI,WRITE-IN,90,0.49
02,Anoka,County Commissioner District 6,06,NP,David Clark,8535,43.56
02,Anoka,County Commissioner District 6,06,NP,Julie Jeppson,10988,56.08
02,Anoka,County Commissioner District 6,06,WI,WRITE-IN,71,0.36
02,Anoka,County Commissioner District 7,07,NP,Joseph Sturdevant,4081,28.89
02,Anoka,County Commissioner District 7,07,NP,Mandy Meisner,9952,70.45
02,Anoka,County Commissioner District 7,07,WI,WRITE-IN,94,0.67
02,Anoka,County Sheriff,NA,NP,Brad Wise,67547,51.21
02,Anoka,County Sheriff,NA,NP,Paul Lenzmeier,63768,48.34
02,Anoka,County Sheriff,NA,WI,WRITE-IN,590,0.45
02,Anoka,Governor,NA,DFL,Tim Walz and Peggy Flanagan,74515,47.67
02,Anoka,Governor,NA,GLC,Steve Patterson and Matt Huff,1600,1.02
02,Anoka,Governor,NA,IA,Hugh McTavish and Mike Winter,1188,0.76
02,Anoka,Governor,NA,LMN,James McCaskel and David Sandbeck,1985,1.27
02,Anoka,Governor,NA,R,Scott Jensen and Matt Birk,76587,49.00
02,Anoka,Governor,NA,SWP,Gabrielle M. Prosser and Kevin A. Dwire,361,0.23
02,Anoka,Governor,NA,WI,WRITE-IN,77,0.05
02,Anoka,Judge - 10th District Court 11,10,NP,Jesse L. Seabrooks II,74178,98.70
02,Anoka,Judge - 10th District Court 11,10,WI,WRITE-IN,977,1.30
02,Anoka,Judge - 10th District Court 13,10,NP,Suzanne Bollman,74382,98.68
02,Anoka,Judge - 10th District Court 13,10,WI,WRITE-IN,998,1.32
02,Anoka,Judge - 10th District Court 18,10,NP,Michele A. Davis,74488,98.76
02,Anoka,Judge - 10th District Court 18,10,WI,WRITE-IN,936,1.24
02,Anoka,Judge - 10th District Court 19,10,NP,James A. Cunningham Jr.,75076,98.65
02,Anoka,Judge - 10th District Court 19,10,WI,WRITE-IN,1029,1.35
02,Anoka,Judge - 10th District Court 2,10,NP,Amy R. Brosnahan,74670,98.65
02,Anoka,Judge - 10th District Court 2,10,WI,WRITE-IN,1020,1.35
02,Anoka,Judge - 10th District Court 27,10,NP,John P. Dehen,74764,98.52
02,Anoka,Judge - 10th District Court 27,10,WI,WRITE-IN,1125,1.48
02,Anoka,Judge - 10th District Court 29,10,NP,Krista K. Martin,74671,98.72
02,Anoka,Judge - 10th District Court 29,10,WI,WRITE-IN,972,1.28
02,Anoka,Judge - 10th District Court 30,10,NP,Jenny Walker Jasper,74751,98.63
02,Anoka,Judge - 10th District Court 30,10,WI,WRITE-IN,1037,1.37
02,Anoka,Judge - 10th District Court 40,10,NP,Catherine A. Trevino,74312,98.68
02,Anoka,Judge - 10th District Court 40,10,WI,WRITE-IN,997,1.32
02,Anoka,Judge - 10th District Court 41,10,NP,Francis Green III,73941,98.64
02,Anoka,Judge - 10th District Court 41,10,WI,WRITE-IN,1017,1.36
02,Anoka,Judge - 10th District Court 42,10,NP,Geoffrey W. Tenney,74110,98.65
02,Anoka,Judge - 10th District Court 42,10,WI,WRITE-IN,1012,1.35
02,Anoka,Judge - 10th District Court 45,10,NP,Kristin Larson,74794,98.65
02,Anoka,Judge - 10th District Court 45,10,WI,WRITE-IN,1023,1.35
02,Anoka,Judge - Court of Appeals 1,NA,NP,Theodora Karin Gaitas,75869,98.59
02,Anoka,Judge - Court of Appeals 1,NA,WI,WRITE-IN,1087,1.41
02,Anoka,Judge - Court of Appeals 10,NA,NP,Jennifer L. Frisch,75080,98.71
02,Anoka,Judge - Court of Appeals 10,NA,WI,WRITE-IN,985,1.29
02,Anoka,Judge - Court of Appeals 11,NA,NP,Michelle A. Larkin,74914,98.72
02,Anoka,Judge - Court of Appeals 11,NA,WI,WRITE-IN,970,1.28
02,Anoka,Judge - Court of Appeals 16,NA,NP,"Peter M. Reyes, Jr.",75179,98.62
02,Anoka,Judge - Court of Appeals 16,NA,WI,WRITE-IN,1049,1.38
02,Anoka,Judge - Court of Appeals 17,NA,NP,Matthew E. Johnson,75025,98.64
02,Anoka,Judge - Court of Appeals 17,NA,WI,WRITE-IN,1035,1.36
02,Anoka,Judge - Court of Appeals 18,NA,NP,Jeff Bryan,74594,98.66
02,Anoka,Judge - Court of Appeals 18,NA,WI,WRITE-IN,1010,1.34
02,Anoka,Judge - Court of Appeals 19,NA,NP,Francis Connolly,74327,98.63
02,Anoka,Judge - Court of Appeals 19,NA,WI,WRITE-IN,1030,1.37
02,Anoka,Judge - Court of Appeals 5,NA,NP,Louise Dovre Bjorkman,75529,98.60
02,Anoka,Judge - Court of Appeals 5,NA,WI,WRITE-IN,1074,1.40
02,Anoka,Judge - Court of Appeals 7,NA,NP,Susan Segal,75525,98.66
02,Anoka,Judge - Court of Appeals 7,NA,WI,WRITE-IN,1024,1.34
02,Anoka,Judge - Court of Appeals 8,NA,NP,Denise D Reilly,75108,98.69
02,Anoka,Judge - Court of Appeals 8,NA,WI,WRITE-IN,997,1.31
02,Anoka,Secretary of State,NA,DFL,Steve Simon,76983,49.80
02,Anoka,Secretary of State,NA,R,Kim Crockett,77463,50.11
02,Anoka,Secretary of State,NA,WI,WRITE-IN,142,0.09
02,Anoka,Soil and Water Supervisor District 2,4002,NP,James R Lindahl,21210,98.84
02,Anoka,Soil and Water Supervisor District 2,4002,WI,WRITE-IN,250,1.16
02,Anoka,Soil and Water Supervisor District 3,4003,NP,Glenda Meixell,17054,98.37
02,Anoka,Soil and Water Supervisor District 3,4003,WI,WRITE-IN,282,1.63
02,Anoka,Soil and Water Supervisor District 4,4004,NP,Mary Jo Truchon,20314,98.43
02,Anoka,Soil and Water Supervisor District 4,4004,WI,WRITE-IN,324,1.57
02,Anoka,State Auditor,NA,DFL,Julie Blaha,64825,42.15
02,Anoka,State Auditor,NA,GLC,Will Finn,2988,1.94
02,Anoka,State Auditor,NA,LMN,Tim Davis,7133,4.64
02,Anoka,State Auditor,NA,R,Ryan Wilson,78758,51.21
02,Anoka,State Auditor,NA,WI,WRITE-IN,80,0.05
02,Anoka,State House,27B,DFL,Brad Brown,967,29.45
02,Anoka,State House,27B,R,Kurt Daudt,2303,70.15
02,Anoka,State House,27B,WI,WRITE-IN,13,0.40
02,Anoka,State House,30B,DFL,Chad Hobot,930,24.99
02,Anoka,State House,30B,R,Paul Novotny,2790,74.98
02,Anoka,State House,30B,WI,WRITE-IN,1,0.03
02,Anoka,State House,31A,DFL,Betsy O'Berry,7904,40.42
02,Anoka,State House,31A,R,Harry Niska,11638,59.51
02,Anoka,State House,31A,WI,WRITE-IN,15,0.08
02,Anoka,State House,31B,DFL,Bill Fisher,6360,32.10
02,Anoka,State House,31B,R,Peggy Scott,13445,67.85
02,Anoka,State House,31B,WI,WRITE-IN,11,0.06
02,Anoka,State House,32A,DFL,Ashton Ramsammy,8247,42.66
02,Anoka,State House,32A,R,Nolan West,11067,57.25
02,Anoka,State House,32A,WI,WRITE-IN,16,0.08
02,Anoka,State House,32B,DFL,Matt Norris,9098,51.12
02,Anoka,State House,32B,R,Donald W Raleigh,8685,48.79
02,Anoka,State House,32B,WI,WRITE-IN,16,0.09
02,Anoka,State House,34B,DFL,Melissa Hortman,810,57.73
02,Anoka,State House,34B,R,Scott Simmons,591,42.12
02,Anoka,State House,34B,WI,WRITE-IN,2,0.14
02,Anoka,State House,35A,DFL,Zack Stephenson,9043,52.44
02,Anoka,State House,35A,R,John Heinrich,8187,47.47
02,Anoka,State House,35A,WI,WRITE-IN,16,0.09
02,Anoka,State House,35B,DFL,Jerry Newton,8651,50.64
02,Anoka,State House,35B,R,Polly Matteson,8419,49.29
02,Anoka,State House,35B,WI,WRITE-IN,12,0.07
02,Anoka,State House,36A,DFL,Susie Strom,7133,46.67
02,Anoka,State House,36A,R,Elliott Engen,8147,53.30
02,Anoka,State House,36A,WI,WRITE-IN,5,0.03
02,Anoka,State House,39A,DFL,Erin Koegel,9065,63.33
02,Anoka,State House,39A,R,Rod Sylvester,5239,36.60
02,Anoka,State House,39A,WI,WRITE-IN,9,0.06
02,Anoka,State House,39B,DFL,Sandra Feist,4203,73.12
02,Anoka,State House,39B,R,Mike Sharp,1539,26.77
02,Anoka,State House,39B,WI,WRITE-IN,6,0.10
02,Anoka,State Senate,27,DFL,Emy Minzel,976,29.71
02,Anoka,State Senate,27,R,Andrew Mathews,2307,70.23
02,Anoka,State Senate,27,WI,WRITE-IN,2,0.06
02,Anoka,State Senate,30,DFL,Diane Nguyen,931,24.95
02,Anoka,State Senate,30,R,Eric Lucero,2798,74.99
02,Anoka,State Senate,30,WI,WRITE-IN,2,0.05
02,Anoka,State Senate,31,DFL,Jason Ruffalo,14315,36.39
02,Anoka,State Senate,31,R,Cal K. Bahr,24989,63.53
02,Anoka,State Senate,31,WI,WRITE-IN,32,0.08
02,Anoka,State Senate,32,DFL,Kate Luthner,17459,46.96
02,Anoka,State Senate,32,R,Michael Kreun,19684,52.95
02,Anoka,State Senate,32,WI,WRITE-IN,34,0.09
02,Anoka,State Senate,34,DFL,John Hoffman,818,58.14
02,Anoka,State Senate,34,R,Karen Attia,586,41.65
02,Anoka,State Senate,34,WI,WRITE-IN,3,0.21
02,Anoka,State Senate,35,DFL,Kari Rehrauer,17114,49.68
02,Anoka,State Senate,35,R,Jim Abeler,17300,50.22
02,Anoka,State Senate,35,WI,WRITE-IN,34,0.10
02,Anoka,State Senate,36,DFL,Heather Gustafson,7193,46.89
02,Anoka,State Senate,36,R,Roger Chamberlain,8139,53.06
02,Anoka,State Senate,36,WI,WRITE-IN,8,0.05
02,Anoka,State Senate,39,DFL,Mary K Kunesh,13154,65.18
02,Anoka,State Senate,39,R,Pam Wolf,6999,34.68
02,Anoka,State Senate,39,WI,WRITE-IN,27,0.13
02,Anoka,U.S. House,3,DFL,Dean Phillips,17130,52.27
02,Anoka,U.S. House,3,R,Tom Weiler,15612,47.64
02,Anoka,U.S. House,3,WI,WRITE-IN,30,0.09
02,Anoka,U.S. House,5,DFL,Ilhan Omar,11505,57.25
02,Anoka,U.S. House,5,R,Cicely Davis,8439,42.00
02,Anoka,U.S. House,5,WI,WRITE-IN,151,0.75
02,Anoka,U.S. House,6,DFL,Jeanne Hendricks,41088,40.12
02,Anoka,U.S. House,6,R,Tom Emmer,61144,59.71
02,Anoka,U.S. House,6,WI,WRITE-IN,178,0.17
03,Becker,Associate Justice - Supreme Court 3,NA,NP,Gordon Moore,10027,99.43
03,Becker,Associate Justice - Supreme Court 3,NA,WI,WRITE-IN,57,0.57
03,Becker,Associate Justice - Supreme Court 6,NA,NP,Natalie E. Hudson,9950,99.42
03,Becker,Associate Justice - Supreme Court 6,NA,WI,WRITE-IN,58,0.58
03,Becker,Attorney General,NA,DFL,Keith Ellison,4738,32.31
03,Becker,Attorney General,NA,R,Jim Schultz,9917,67.64
03,Becker,Attorney General,NA,WI,WRITE-IN,7,0.05
03,Becker,County Attorney,NA,NP,Brian W. McDonald,11591,99.20
03,Becker,County Attorney,NA,WI,WRITE-IN,94,0.80
03,Becker,County Auditor/Treasurer,NA,NP,Mary E Hendrickson,12048,99.34
03,Becker,County Auditor/Treasurer,NA,WI,WRITE-IN,80,0.66
03,Becker,County Commissioner District 1,01,NP,Craig Hall,1444,48.05
03,Becker,County Commissioner District 1,01,NP,Erica Jepson,1556,51.78
03,Becker,County Commissioner District 1,01,WI,WRITE-IN,5,0.17
03,Becker,County Commissioner District 2,02,NP,Ben Grimsley,1072,40.39
03,Becker,County Commissioner District 2,02,NP,David Meyer,1577,59.42
03,Becker,County Commissioner District 2,02,WI,WRITE-IN,5,0.19
03,Becker,County Sheriff,NA,NP,Chad Peterson,2784,19.78
03,Becker,County Sheriff,NA,NP,Todd D. Glander,11271,80.06
03,Becker,County Sheriff,NA,WI,WRITE-IN,23,0.16
03,Becker,Governor,NA,DFL,Tim Walz and Peggy Flanagan,4738,32.13
03,Becker,Governor,NA,GLC,Steve Patterson and Matt Huff,140,0.95
03,Becker,Governor,NA,IA,Hugh McTavish and Mike Winter,140,0.95
03,Becker,Governor,NA,LMN,James McCaskel and David Sandbeck,219,1.49
03,Becker,Governor,NA,R,Scott Jensen and Matt Birk,9486,64.32
03,Becker,Governor,NA,SWP,Gabrielle M. Prosser and Kevin A. Dwire,21,0.14
03,Becker,Governor,NA,WI,WRITE-IN,3,0.02
03,Becker,Judge - 7th District Court 18,07,NP,Michael D. Fritz,10065,99.35
03,Becker,Judge - 7th District Court 18,07,WI,WRITE-IN,66,0.65
03,Becker,Judge - 7th District Court 19,07,NP,Johnathan R. Judd,9819,99.47
03,Becker,Judge - 7th District Court 19,07,WI,WRITE-IN,52,0.53
03,Becker,Judge - 7th District Court 25,07,NP,Nathaniel D. Welte,9800,99.38
03,Becker,Judge - 7th District Court 25,07,WI,WRITE-IN,61,0.62
03,Becker,Judge - 7th District Court 3,07,NP,Daniel A. Benson,9827,99.43
03,Becker,Judge - 7th District Court 3,07,WI,WRITE-IN,56,0.57
03,Becker,Judge - 7th District Court 4,07,NP,Laura A. Moehrle,9779,99.37
03,Becker,Judge - 7th District Court 4,07,WI,WRITE-IN,62,0.63
03,Becker,Judge - Court of Appeals 1,NA,NP,Theodora Karin Gaitas,9876,99.48
03,Becker,Judge - Court of Appeals 1,NA,WI,WRITE-IN,52,0.52
03,Becker,Judge - Court of Appeals 10,NA,NP,Jennifer L. Frisch,9795,99.47
03,Becker,Judge - Court of Appeals 10,NA,WI,WRITE-IN,52,0.53
03,Becker,Judge - Court of Appeals 11,NA,NP,Michelle A. Larkin,9796,99.45
03,Becker,Judge - Court of Appeals 11,NA,WI,WRITE-IN,54,0.55
03,Becker,Judge - Court of Appeals 16,NA,NP,"Peter M. Reyes, Jr.",9776,99.49
03,Becker,Judge - Court of Appeals 16,NA,WI,WRITE-IN,50,0.51
03,Becker,Judge - Court of Appeals 17,NA,NP,Matthew E. Johnson,9747,99.52
03,Becker,Judge - Court of Appeals 17,NA,WI,WRITE-IN,47,0.48
03,Becker,Judge - Court of Appeals 18,NA,NP,Jeff Bryan,9876,99.49
03,Becker,Judge - Court of Appeals 18,NA,WI,WRITE-IN,51,0.51
03,Becker,Judge - Court of Appeals 19,NA,NP,Francis Connolly,9815,99.45
03,Becker,Judge - Court of Appeals 19,NA,WI,WRITE-IN,54,0.55
03,Becker,Judge - Court of Appeals 5,NA,NP,Louise Dovre Bjorkman,9832,99.46
03,Becker,Judge - Court of Appeals 5,NA,WI,WRITE-IN,53,0.54
03,Becker,Judge - Court of Appeals 7,NA,NP,Susan Segal,9822,99.46
03,Becker,Judge - Court of Appeals 7,NA,WI,WRITE-IN,53,0.54
03,Becker,Judge - Court of Appeals 8,NA,NP,Denise D Reilly,9800,99.44
03,Becker,Judge - Court of Appeals 8,NA,WI,WRITE-IN,55,0.56
03,Becker,Secretary of State,NA,DFL,Steve Simon,4896,33.67
03,Becker,Secretary of State,NA,R,Kim Crockett,9636,66.26
03,Becker,Secretary of State,NA,WI,WRITE-IN,10,0.07
03,Becker,Soil and Water Supervisor District 1,1005,NP,Curtis R. Ballard,11587,99.48
03,Becker,Soil and Water Supervisor District 1,1005,WI,WRITE-IN,61,0.52
03,Becker,Soil and Water Supervisor District 4,1005,NP,Eugene Pavelko,11429,99.46
03,Becker,Soil and Water Supervisor District 4,1005,WI,WRITE-IN,62,0.54
03,Becker,State Auditor,NA,DFL,Julie Blaha,4435,30.41
03,Becker,State Auditor,NA,GLC,Will Finn,215,1.47
03,Becker,State Auditor,NA,LMN,Tim Davis,479,3.28
03,Becker,State Auditor,NA,R,Ryan Wilson,9450,64.80
03,Becker,State Auditor,NA,WI,WRITE-IN,5,0.03
03,Becker,State House,2B,DFL,Erika Bailey-Johnson,434,41.57
03,Becker,State House,2B,R,Matt Bliss,610,58.43
03,Becker,State House,2B,WI,WRITE-IN,0,0.00
03,Becker,State House,4B,DFL,John Hest,2983,34.69
03,Becker,State House,4B,R,Jim Joy,5605,65.19
03,Becker,State House,4B,WI,WRITE-IN,10,0.12
03,Becker,State House,5A,DFL,Brian M. Hobson,1277,25.82
03,Becker,State House,5A,R,Krista Knudsen,3664,74.10
03,Becker,State House,5A,WI,WRITE-IN,4,0.08
03,Becker,State Senate,2,DFL,Leonard Alan Roy,421,39.91
03,Becker,State Senate,2,R,Steve Green,633,60.00
03,Becker,State Senate,2,WI,WRITE-IN,1,0.09
03,Becker,State Senate,4,DFL,Rob Kupec,3488,40.43
03,Becker,State Senate,4,R,Dan Bohmer,5108,59.20
03,Becker,State Senate,4,WI,WRITE-IN,32,0.37
03,Becker,State Senate,5,DFL,A. John Peters,1238,24.94
03,Becker,State Senate,5,R,Paul J. Utke,3722,74.98
03,Becker,State Senate,5,WI,WRITE-IN,4,0.08
03,Becker,U.S. House,7,DFL,Jill Abahsain,3819,28.54
03,Becker,U.S. House,7,LMN,"Travis ""Bull"" Johnson",701,5.24
03,Becker,U.S. House,7,R,Michelle Fischbach,8857,66.18
03,Becker,U.S. House,7,WI,WRITE-IN,6,0.04
03,Becker,U.S. House,8,DFL,Jen Schultz,514,39.27
03,Becker,U.S. House,8,R,Pete Stauber,794,60.66
03,Becker,U.S. House,8,WI,WRITE-IN,1,0.08
04,Beltrami,Associate Justice - Supreme Court 3,NA,NP,Gordon Moore,11562,98.95
04,Beltrami,Associate Justice - Supreme Court 3,NA,WI,WRITE-IN,123,1.05
04,Beltrami,Associate Justice - Supreme Court 6,NA,NP,Natalie E. Hudson,11498,98.93
04,Beltrami,Associate Justice - Supreme Court 6,NA,WI,WRITE-IN,124,1.07
04,Beltrami,Attorney General,NA,DFL,Keith Ellison,8048,44.72
04,Beltrami,Attorney General,NA,R,Jim Schultz,9924,55.15
04,Beltrami,Attorney General,NA,WI,WRITE-IN,24,0.13
04,Beltrami,County Attorney,NA,NP,David L. Hanson,13433,98.73
04,Beltrami,County Attorney,NA,WI,WRITE-IN,173,1.27
04,Beltrami,County Auditor/Treasurer,NA,NP,JoDee Treat,14192,99.16
04,Beltrami,County Auditor/Treasurer,NA,WI,WRITE-IN,120,0.84
04,Beltrami,County Commissioner District 1,01,NP,Craig Gaasvig,2378,58.56
04,Beltrami,County Commissioner District 1,01,NP,Mark Morrissey,1671,41.15
04,Beltrami,County Commissioner District 1,01,WI,WRITE-IN,12,0.30
04,Beltrami,County Commissioner District 2,02,NP,Don Heinonen,923,35.08
04,Beltrami,County Commissioner District 2,02,NP,Joe Gould,1693,64.35
04,Beltrami,County Commissioner District 2,02,WI,WRITE-IN,15,0.57
04,Beltrami,County Commissioner District 3,03,NP,Brian K. Merschman,1449,39.99
